,det_entropy_shannon_1_coef,det_entropy_shannon_2_coef,det_entropy_shannon_3_coef,det_entropy_shannon_5_coef,det_entropy_shannon_6_coef,det_entropy_shannon_7_coef,det_entropy_shannon_8_coef,det_entropy_shannon_9_coef,det_entropy_shannon_10_coef,app_entropy_shannon_1_coef,app_entropy_shannon_2_coef,app_entropy_shannon_3_coef,app_entropy_shannon_4_coef,app_entropy_shannon_5_coef,app_entropy_shannon_6_coef,app_entropy_shannon_7_coef,app_entropy_shannon_8_coef,app_entropy_shannon_9_coef,app_entropy_shannon_10_coef,app_TKEO_std_6_coef,app_TKEO_std_7_coef,app_TKEO_std_10_coef,app_LT_entropy_shannon_4_coef,app_LT_entropy_shannon_5_coef,app_LT_entropy_shannon_6_coef,app_LT_entropy_shannon_7_coef,app_LT_entropy_shannon_8_coef,app_LT_entropy_shannon_9_coef,app_LT_entropy_shannon_10_coef
357,6.3512,-6.5098,-209.8411,-1252.9854,-1582.0475,-798.9937,-11994.5062,-1744.6402,-10862.6522,-165854617.4,-198760199,-262119150.6,-378796305.2,-613801236.2,-1096051833,-2158058385,-4225811290,-8803578206,-18311044542,1402838.994,2858006.734,23662134.32,-79320.59,-135759.5723,-254132.3817,-522129.967,-1061129.522,-2286206.425,-4900307.382
358,5.0738,-23.4796,-708.3347,-14272.9493,-66710.7756,-219096.7392,-270428.0648,-74197.9286,-1940216.829,-187367023.3,-223888845.3,-294583454.8,-423569554.3,-682951133.5,-1214992370,-2396713768,-4683024556,-9753615147,-20278948437,1650853.564,3337875.692,27206054.62,-81018.0836,-138521.2508,-259099.4748,-532468.8506,-1081613.451,-2330017.228,-4993586.564
359,4.8044,1.7733,-823.6969,-10026.8996,-6083.4517,-17511.1096,-66711.5908,-2603.0626,-18066.5709,-126173283,-150595709,-197322922.7,-282933056.5,-455120947.9,-807530269.8,-1589676180,-3108998220,-6481511790,-13490017214,1048888.166,2214603.517,18003897.55,-74866.1704,-128036.4545,-239506.0233,-492272.3666,-1000569.982,-2156646.714,-4624306.429
360,-33377.3325,-46962.1138,-54164.6982,-243123.162,-399599.9316,-134052.5941,-608909.008,-24298.4348,-22123.9238,-141668241.3,-170538883.7,-226484766.3,-329031740.4,-537194258.6,-966631674.3,-1906615258,-3738979095,-7791476311,-16210058461,1305155.104,2523857.041,20984730.37,-76999.9022,-132119.8085,-247919.4733,-509667.3743,-1036392.975,-2233289.879,-4787588.661
361,-322924.7499,-259823.9549,-190011.4297,-1007877.231,-3150294.448,-635017.7966,-5335620.129,-311660.8122,-349296.6432,-128654572.9,-155961886.4,-209921115.4,-310077903.8,-513368593.4,-935044625.2,-1852872981,-3641246066,-7587662926,-15786166049,1360885.739,2560122.507,20279022.57,-75614.2274,-130435.124,-245880.7352,-506226.0515,-1030505.567,-2220681.39,-4760713.598
362,-215797.6663,-188292.8325,-708980.3822,-5861855.227,-362172.8913,-676952.8654,-7802111.044,-656511.2,-849896.777,-115339606.2,-141575556.7,-192901166.6,-289881722.9,-485993107.3,-900046751.5,-1791178325,-3528077139,-7351685348,-15295201200,1362663.078,2531212.456,19457953.72,-74278.0128,-128793.5925,-243705.2132,-502372.6248,-1023550.928,-2205787.954,-4728963.156
363,-108384.6498,-124369.0124,-67074.8038,-143037.5121,-371303.3763,-518824.9489,-2643236.402,-1606136.253,-2992252.664,-20196609.99,-27526491.17,-42491999.22,-71723419.34,-132425165.9,-258087903.6,-524763720.1,-1058276942,-2209147996,-4603716854,359713.8404,729881.6256,5726880.713,-53629.347,-95307.4564,-183270.071,-380741.2057,-781812.176,-1688080.26,-3625084.475
364,-9744.251,-7759.3839,-14539.2492,-58528.0045,-690179.4754,-1325682.12,-2549357.41,-3995807.08,-25137158.77,-28010821.35,-39373726.44,-62253607.3,-108227052.4,-203540176.9,-400642820,-814690670.2,-1658117841,-3454593071,-7161613426,514624.9195,1043295.878,9126681.294,-58444.5852,-104693.1391,-202421.9622,-420630.4143,-866402.1812,-1869094.533,-4009707.746
365,-88451.826,-205896.7653,-397848.8835,-1123434.376,-1514308.174,-604576.3902,-3491364.863,-1228487.933,-21121737.56,-47249447.31,-59367957.78,-82657464.61,-128344367.6,-222754847.2,-417005286.5,-835327124.7,-1676182535,-3496920241,-7255621061,504005.393,1068538.573,8991365.23,-61759.0805,-108247.5116,-205885.9772,-425626.6494,-872511.5259,-1882387.131,-4038360.171
366,9.3994,6.0897,-650.0847,-2748.3949,-419.391,-1912.8384,-4528.6487,-8625.6886,-87532.9355,-123007081.4,-147983417.5,-196027986.2,-284830292.6,-463649512.4,-830579686.7,-1638309501,-3214671913,-6701270452,-13946219048,1060143.109,2185758.321,18079512.17,-74970.7006,-128510.7467,-240831.7796,-495166.9164,-1007053.238,-2170518.662,-4653859.407
367,12.6582,-10.9041,-455.6584,-868.7992,-1477.425,-194.4474,-87.0468,-5.2123,-501.9157,-118619417.7,-142130331.2,-187228291.3,-270104220.9,-437061977.5,-779352793.2,-1535040941,-3006123600,-6267549444,-13045700856,1018421.765,2092326.996,17254777.64,-74180.7703,-127020.6267,-237846.8581,-488934.1164,-994066.9639,-2142731.77,-4594659.191
368,11.6655,6.246,-165.1766,-327.9051,-1518.1533,-875.4206,-127.7387,-16.9807,-18.4054,-119930976.2,-143623653.1,-189104804.7,-272633563.7,-440854561.7,-785654404.1,-1547090338,-3028798186,-6314712725,-13143658341,1028795.525,2112721.237,17419110.61,-74320.7087,-127240.604,-238228.0343,-489689.9809,-995536.3638,-2145876.027,-4601358.654
369,2.0292,2.7861,-25.5653,-262.0797,-62.7378,-642.8083,-14703.2278,-16382.318,-213507.8789,-131282743.1,-158055128.9,-209558484.4,-304875735,-497123383.4,-891622342.2,-1758158298,-3450643805,-7191967245,-14964880699,1130863.956,2314371.29,19224344.25,-75991.0759,-130283.943,-244183.9399,-501976.9812,-1020867.449,-2200074.974,-4716825.046
370,6.4188,3.3167,-25.8036,-114.7831,2.8138,-31.3401,-468.6172,-8.5124,-813.1227,-121347420,-145377143.7,-191499634.3,-276241436.5,-446791009,-796618567.9,-1569200389,-3072515449,-6405642932,-13332506231,1044268.585,2142046.825,17661793.64,-74517.6139,-127579.4992,-238879.174,-491050.4086,-998312.9196,-2151817.293,-4614017.443
371,-8.1485,-14.4661,-94.8818,-304.356,-437.4827,-165.3973,-3275.1835,-366.9629,-12398.8921,-133390982.1,-159755746.3,-210464858.3,-303573953.1,-491085584.6,-875621967.6,-1724902283,-3376532957,-7037912673,-14645482669,1147649.393,2347450.088,19351079.67,-75934.7896,-129983.6149,-243342.2958,-500163.3246,-1016680.384,-2191117.457,-4697747.859
372,10.9857,-28.156,-236.015,-365.3086,-2148.7575,-48.0473,-990.1,-54.4918,-2986.9756,-66664533.15,-80031554.27,-105563723.2,-152396445.3,-246676932.9,-440290694.5,-868499410.5,-1702493216,-3554475730,-7407919065,602341.4194,1232720.65,10165822.29,-65928.9863,-113044.9362,-211935.9333,-436158.8962,-887541.2059,-1914708.77,-4108670.001
373,9.3667,-23.3145,-756.0072,-2551.7607,-1272.2773,-6289.4059,-82816.9342,-10351.8103,-343290.4018,-57737141.06,-69384770.54,-91781158.88,-132609649.9,-214841817.1,-383883503.4,-758718722.8,-1486391187,-3104321692,-6471040103,559977.1959,1116114.218,9181691.553,-63994.4348,-109786.3743,-205926.5861,-424051.8269,-862960.6042,-1862069.069,-3996416.525
374,12.7336,-33.7544,-460.9558,-859.7648,-703.4498,-140.4008,-8469.0651,-5242.1008,-126640.4526,-70083802.74,-84430336.49,-111875597.6,-162588075.4,-264752537,-474568976.1,-936759700.1,-1840452764,-3841739971,-8004875331,620948.8554,1288062.973,10654045.16,-66826.1047,-114706.755,-215210.0402,-442907.5876,-901607.3472,-1944826.37,-4172869.982
375,5.7761,-2.661,-176.3732,-2860.0544,-8503.1166,-443.1733,-7381.5564,-9150.3093,-141109.9029,-131585312.1,-156871379.4,-205322848.6,-293843320.7,-471676787.8,-836293911.5,-1645040444,-3213628971,-6699098821,-13941585536,1112233.812,2294553.388,18797317.64,-75436.6271,-128945.0181,-241153.049,-495555.9694,-1006978.151,-2170357.97,-4653515.658
376,4.7201,7.312,-35.3592,-740.0665,-746.1043,-984.0158,-8206.6848,-5787.0171,-19999.2443,-114437758.1,-137713745.7,-182509448,-265201106.6,-431822625.7,-773687470,-1526373765,-2994293376,-6242919737,-12994481449,1006457.516,2053677.666,17010951.06,-73905.9197,-126713.7292,-237502.5933,-488389.1859,-993303.2576,-2141097.23,-4591175.542
377,-107332.1559,-31319.5484,-60953.5966,-589807.6474,-385464.8729,-84392.3104,-375950.8688,-10972.9236,-84573.2725,-107686029.7,-129714878.2,-172585409.4,-250478469,-409961762.2,-735827682.5,-1452092577,-2846120666,-5934684494,-12354106246,1019895.218,1984175.628,16472584.87,-72890.8929,-125260.1831,-235007.7665,-483333.4867,-983041.6795,-2119138.104,-4544385.152
378,2.3428,9.0295,-27.0484,-129.6979,-697.7617,-263.3788,-3169.5247,-205.8368,-10179.101,-33192196.67,-40022066.61,-52989137.43,-76822145.35,-124811026.8,-223494733.6,-441853254.7,-868686190.2,-1816827803,-3792536514,311318.5245,647892.8044,5330779.303,-56780.473,-97597.7038,-183340.1622,-377883.6418,-770086.8005,-1663099.228,-3572048.342
379,1.6513,8.525,0.90972,-271.5374,-9.7892,-230.9334,-3322.5675,-1564.3342,-38836.6226,-32680412.46,-39521339.3,-52540264.77,-76559002.98,-124981118.2,-224532029.5,-444307320,-874652046.5,-1829264702,-3818358157,309706.8224,643112.2068,5309957.272,-56734.0698,-97623.1595,-183520.0308,-378326.6989,-771206.5181,-1665498.566,-3577163.917
380,2.1118,7.6299,-34.5084,-158.5928,-651.2869,-559.531,-12051.0906,-629.3974,-28155.2905,-32466384.97,-39163668.66,-51938922.84,-75327618.67,-122453000.1,-219284254.3,-433742066.2,-851707429.7,-1781410311,-3718739300,321347.8919,647838.407,5349161.558,-56528.7911,-97182.2171,-182568.6433,-376345.3182,-766772.2345,-1655995.424,-3556889.537
381,4.318,12.9644,-279.5276,-950.6115,-58.4274,-293.0182,-1217.4454,-24.9724,-377.5099,-35444524.86,-42687146.33,-56434583.79,-81650599.82,-132403365.4,-236641987.5,-467737346.7,-918578131.4,-1920887005,-4009233919,333934.8353,692506.2009,5684621.473,-57562.1072,-98885.4808,-185661.1484,-382613.8507,-779484.7018,-1683239.597,-3615019.514
382,4.4794,6.8216,-288.6923,-221.9546,-2308.0553,-794.3347,-10640.534,-2394.9389,-2608.3988,-34535853.22,-41852540.09,-55854055.4,-81648325.74,-133699848.5,-240730549,-476820457.3,-938403225.6,-1962222599,-4095284829,342138.1298,691257.0358,5731017.103,-57558.197,-99093.8472,-186354.1803,-384210.3353,-783084.5573,-1690953.516,-3631476.121
383,4.3856,8.8772,-28.0405,-580.2812,-432.8342,-217.9788,-3453.5998,-459.5503,-17124.29,-35384306.6,-42707906.74,-56626381.05,-82259427.91,-133858653.2,-239919563,-474402868.1,-932925934.4,-1950806444,-4071475366,331562.7198,689755.5014,5680725.988,-57657.7079,-99123.9475,-186219.4668,-383788.69,-782093.7145,-1688830.459,-3626944.978
384,6.7486,-1.489,-78.9741,-126.1885,-566.1936,-178.2136,-935.6974,-35.2687,-385.4631,-80537470.52,-96577718.44,-127241156.2,-183520051.1,-296754883,-529174984.6,-1043326564,-2044492677,-4266567685,-8888298481,708877.6903,1465092.548,12047604.11,-68547.7978,-117460.1887,-220096.5285,-452786.1232,-921107.5944,-1986575.896,-4261873.173
385,-29530.5395,-3220.0295,-32664.3261,-35589.5471,-10006.9521,-17142.7114,-29136.3188,-38052.4625,-84168.7084,-76471599.66,-92864124.03,-124454579.4,-182333389.5,-299873364.1,-541382758.9,-1072615150,-2112319621,-4407650196,-9181301328,706965.5107,1455876.051,12054299.11,-68299.5439,-117396.925,-220458.0577,-453927.8029,-924224.8337,-1993247.619,-4276091.083
386,-145.1403,-932.8027,-3439.0995,-85.7458,-142.2565,-428.7909,-5086.5409,-3410.9656,-83874.5909,-76871367.11,-92008701.14,-120958933.9,-173890599.1,-280338282.4,-498787336.1,-983061212.1,-1923873057,-4015437262,-8366065855,689418.4984,1408055.752,11573175.58,-67773.8778,-116073.3966,-217417.6016,-447278.1708,-909724.6035,-1962205.809,-4209920.905
387,1.3432,6.6491,6.2147,-436.9851,-435.7312,-334.2263,-898.5032,-851.6735,-1138.0375,-29128172.63,-35016967.48,-46168467.79,-66579422.94,-107619270.2,-191957554.2,-379066864.7,-744032712.4,-1556775076,-3250971902,275949.4138,570366.9278,4686597.269,-54966.8718,-94407.2636,-177246.0664,-365320.6952,-744368.3553,-1607975.013,-3454426.738
388,1.5818,7.6357,-1.2355,-1717.7114,-194.1784,-69.6853,-418.2036,-219.8687,-273.4179,-35256616.95,-42414003.5,-56011016.98,-80925141.56,-131073369.6,-234055389,-462278326,-907478200.1,-1897736367,-3961033629,330963.869,683990.7653,5625082.792,-57447.7352,-98665.6286,-185215.7632,-381640.856,-777444.1767,-1678866.706,-3605690.152
389,1.5754,5.776,5.2351,-552.3709,-887.8199,-46.7243,-951.6033,-99.2188,-546.733,-37353330.41,-44941416.4,-59370277.71,-85841355.5,-139108334.3,-248530593.7,-490880784.7,-963825159.6,-2015245171,-4205678645,348016.0345,720936.849,5930959.977,-58209.3915,-99970.0375,-187663.4633,-386649.4907,-787620.971,-1700674.909,-3652215.693
390,1.7666,4.4074,2.5304,-140.3606,-495.5991,-466.7086,-4390.4435,-7201.6856,-75775.6884,-54772055.34,-66254672.82,-88247831.49,-128942576.3,-211017716.7,-379727659.4,-750974442.1,-1477593678,-3086005255,-6433496649,508463.899,1042280.858,8649738.826,-63617.5705,-109379.253,-205477.6627,-423190.316,-861975.8013,-1859960.258,-3991933.63
391,1.6113,6.1532,6.6313,-27.6296,-386.4769,-35.3268,-102.0787,-25.1547,-493.7293,-65431035.5,-78639439.63,-103909118.6,-150329206.6,-243796623.8,-435602702.1,-859761704.8,-1686376255,-3520910917,-7338136643,592066.5792,1218071.678,10033517.09,-65739.9488,-112768.946,-211467.9736,-435255.6355,-885821.6482,-1911026.697,-4100820.147
392,2.133,7.9317,3.4723,-10.5679,-27.0176,-637.3951,-1526.995,-223.1841,-396.5171,-62984270.71,-75771419.51,-100242769.9,-145211819.4,-235808910.9,-421855492.2,-832914518.6,-1634356058,-3412567816,-7112847258,575946.5616,1177788.255,9724810.75,-65259.0338,-111984.2864,-210064.086,-432417.8603,-880151.8099,-1898885.554,-4074934.981
393,4.0651,9.211,-41.7815,-8968.6368,-3343.2458,-1749.5662,-6689.819,-9126.5349,-154300.8949,-76681926.95,-92498397.95,-122776180.5,-178785539.7,-291709808.9,-523723910.1,-1034263756,-2032829748,-4242252676,-8837377028,681817.0773,1407807.318,11660613.56,-68166.5885,-117033.0075,-219610.9428,-451944.6878,-919972.1612,-1984144.28,-4256682.039
394,2.161,9.1046,1.3352,-250.1257,-814.9004,-405.714,-615.9795,-499.3237,-746.2611,-80222949.65,-96444869.84,-127561478.3,-184812145.9,-300110095.6,-536656235.6,-1059115950,-2077293333,-4334846564,-9030214041,719139.3897,1475817.86,12171871.56,-68647.7296,-117731.8738,-220727.0586,-454164.6324,-924062.1432,-1992900.908,-4275355.077
395,5.0817,9.6287,-113.1808,-3523.6233,-4715.8656,-5072.6929,-23577.2444,-18189.8289,-142501.7327,-162150262.2,-195072675.5,-258553703.5,-375935492.2,-612604400.5,-1098506154,-2165525543,-4247561499,-8848731604,-18404427414,1387192.946,2824248.362,23464624.41,-79195.857,-135697.4434,-254225.2529,-522441.72,-1062103.875,-2288289.949,-4904741.767
396,3.7104,11.1875,-12.1402,-138.2329,-731.762,-1900.1244,-12414.3836,-20212.4124,-275986.0409,-102892651.9,-124152813.1,-164987905.3,-240692875.7,-393330098.5,-706742591.7,-1395337926,-2742194704,-5718447009,-11904488635,898911.3742,1855618.468,15391127.6,-72463.2444,-124357.7094,-233260.8239,-479798.806,-976291.5061,-2104691.944,-4513593.682
397,3.0759,9.721,-27.0467,-154.6248,-283.4809,-292.3562,-5656.113,-2829.0449,-66857.7533,-103726108.7,-124614374.7,-164659448.1,-238531486.9,-387324528.4,-692640764.5,-1364961909,-2676653063,-5582147455,-11621821092,900440.7218,1845196.12,15285745.45,-72339.1241,-123989.1357,-232353.257,-477769.6274,-971760.3712,-2094995.934,-4492939.853
398,3.4635,1.0245,-59.575,-872.3468,-1262.5963,-849.881,-965.0494,-452.6228,-1336.3736,-97942076.08,-117193738.9,-154028857.7,-221565457.2,-357436947.3,-636260988.7,-1253153361,-2453408744,-5117648313,-10656956747,843878.6454,1743732.229,14335083.25,-71261.5571,-122001.3852,-228449.958,-469748.6402,-955233.9063,-2059625.68,-4417567.065
399,-336675.4477,-158647.6032,-166161.8237,-85137.4202,-406673.7557,-168832.7293,-341901.8943,-555059.3817,-3977236.896,-148807561.3,-173365792.6,-220044115.8,-302519470.7,-467076553.2,-804919549.6,-1566832848,-3021424580,-6298055183,-13101359545,1220879.068,2445107.995,19793643.53,-74911.5486,-126721.2169,-235262.3983,-482228.8387,-976928.6057,-2106024.522,-4516292.641
400,7.1554,-52.4024,-394.8222,-141840.6197,-101434.6125,-16097.3241,-31525.0802,-16202.2035,-22824.6596,-106621953,-128438524.6,-170457284,-247939416.4,-403927976.6,-724578168.9,-1432327954,-2813065225,-5865902931,-12211378451,936363.8488,1948197.405,16007075.61,-72871.6965,-124999.4709,-234397.3249,-482254.7473,-981146.3162,-2115081.821,-4535742.415
401,8.9061,-4.6125,-63.9893,-137669.1384,-1008844.167,-271884.9807,-1234928.521,-384579.4678,-5933206.851,-146992556.1,-172836890.8,-222654388.6,-310947462.3,-488989773.6,-850596111.2,-1661196161,-3209073199,-6688649644,-13909257531,1363190.518,2576624.083,20994299.57,-76097.074,-129546.2235,-241449.002,-495509.8224,-1004980.262,-2166070.085,-4644263.046
402,7.1272,10.3608,-303.0445,-1201.7305,-670.6566,-448.2211,-6903.841,-238.1946,-12307.5853,-44135003.23,-53097011.39,-70213875.28,-101562781.1,-164727900.6,-294444444.5,-581526332.1,-1140858930,-2384335930,-4973871958,418876.464,849295.4379,7012000.644,-60412.6713,-103731.8276,-194682.5918,-401000.6252,-816539.2742,-1762635.404,-3784383.285
403,5.1386,6.8365,-119.9658,-2727.0624,-1950.0127,-371.5557,-1445.2598,-285.713,-4829.3132,-45859290.68,-55249141.52,-73207199.92,-106168410.2,-172563706.8,-309007586.4,-610846063.1,-1199474233,-2506510644,-5228131931,433202.8979,885128.6419,7297186.855,-61001.9003,-104780.7342,-196710.3987,-405225.9649,-825249.0903,-1781294.475,-3824181.082
404,7.2602,-33.8162,-484.3353,-1218.4695,-303.8443,-590.2984,-6626.2143,-529.9362,-23039.4955,-46938774.89,-56474360.7,-74615583.38,-107953295.7,-175152533.6,-313178895.8,-618291797.5,-1214223555,-2537249627,-5292043169,425850.7946,886649.3911,7293985.185,-61222.797,-105114.2781,-197266.5756,-406250.8336,-827343.0139,-1785780.04,-3833746.095
405,7.944,5.7906,-30.3047,-3143.983,-589.8927,-550.3632,-1189.3058,-71.032,-54.51,-136876643.8,-163742285.1,-215286141,-309974326.3,-500406750.4,-890997468.7,-1753916468,-3432490104,-7154276770,-14887147279,1153355.655,2381885.531,19599556.69,-76250.3166,-130465.6084,-244170.8441,-501783.9818,-1019907.551,-2198022.1,-4712458.204
406,3.1691,7.8101,-89.292,-517.241,-960.8586,-302.7853,-1576.26,-646.4306,-23095.8902,-123879598.4,-148321415.5,-195253485.4,-281372548,-454732482.9,-810231636.9,-1596176906,-3124193719,-6513124551,-13555659875,1068120.843,2191691.81,18035677.18,-74791.9524,-128024.4881,-239673.8062,-492682.0954,-1001540.248,-2158722.94,-4628729.95
407,5.377,5.6577,-87.2004,-1744.9974,-4519.3736,-3716.0895,-43978.0182,-2876.7205,-98622.9965,-144577903.4,-172798787.1,-227136406.6,-326687161.4,-527033345.9,-937629515.7,-1844878648,-3606130703,-7515321319,-15636528675,1249702.555,2521999.655,20822290.8,-77045.8228,-131793.6013,-246594.2526,-506684.2519,-1029575.689,-2218706.388,-4756520.236
408,5.6015,-13.6649,-96.7241,-6859.214,-6100.2176,-45.2718,-654.8802,-15.8103,-65.5134,-118865044.9,-142428117.7,-187663288.6,-270833653.5,-438040625.8,-781455820.3,-1539425265,-3014963985,-6285937502,-13083893946,1023372.948,2096781.124,17306438.93,-74220.1931,-127077.2295,-237975.1992,-489211.4931,-994645.4948,-2143969.726,-4597296.922
409,6.0012,8.4905,-35.2847,-100.4204,-1695.8179,-256.4397,-1083.33,-274.9498,-8463.515,-116373235.5,-139386568,-183456440.6,-264434982.2,-427470426.6,-762035021.7,-1500367055,-2938128052,-6126111810,-12751909488,993422.391,2042297.722,16857109.4,-73865.4492,-126462.0741,-236797.4245,-486756.6441,-989660.6393,-2133302.818,-4574568.363
410,-1.7266,10.2428,-172.3917,-137.6115,-8310.2491,-3067.7223,-50113.6363,-3919.3558,-149866.0657,-89985297.81,-107998895,-142367635.8,-205730614,-333195596.5,-594988109,-1172795178,-2300885254,-4800222583,-9997016722,762846.2494,1607525.711,13193330.14,-70183.0308,-120268.6473,-225375.8568,-463544.2354,-943091.1786,-2033634.758,-4362168.301
411,8.0958,7.8099,-780.692,-3627.1739,-29594.5395,-4788.4212,-1691.9748,-789.1672,-25951.5583,-44830272.31,-54050306.51,-71612863.72,-103984017.5,-169141146.9,-303123086.1,-598826229.2,-1176816914,-2459283806,-5129800285,415989.8267,854446.517,7060547.433,-60714.2954,-104314.8606,-195888.9203,-403494.2648,-821888.9513,-1774096.053,-3808826.149
412,4.2529,3.9418,-114.251,-679.8677,-144.1098,-1336.974,-7004.1083,-997.0549,-1390.8463,-60885888.37,-72986722.61,-96026533.08,-138252434.6,-223202864.2,-397550391.2,-783699013.4,-1535971459,-3207638532,-6686670306,539079.9459,1122952.413,9210107.011,-64579.0626,-110695.0147,-207477.0968,-426992.9803,-868966.0032,-1874931.337,-4023861.378
413,5.6072,8.2922,-32.8034,-8571.3653,-12100.3609,-1149.2441,-14476.3426,-1234.3255,-29835.2926,-51706125.23,-62060578.36,-81721380.81,-117839610.8,-190327595.6,-339461101.6,-669476534.3,-1313591403,-2744327199,-5722870930,458319.1927,959410.905,7872343.918,-62396.9673,-107006.9237,-200685.2122,-413150.7503,-841160.6107,-1815378.511,-3896869.393
414,4.9271,5.3264,3.7665,-295.6216,-1923.5922,2.7641,-1784.3519,-2022.467,-44284.6409,-75673513.45,-90610103.01,-119181896.3,-171462233.7,-276631950.2,-492338976.7,-970523599.1,-1900063866,-3965871199,-8263122860,674755.3569,1387291.101,11387180.7,-67581.1322,-115767.9055,-216868.1099,-446174.9314,-907568.6441,-1957590.092,-4200083.587
415,7.0804,0.97996,-38.3299,-240.0698,-31.2816,-418.723,-74.4543,-145.475,-3507.2712,-70544960.58,-84633850.15,-111564616.1,-160956617.7,-260371630.1,-464414211,-915888600.5,-1794938053,-3746987157,-7808184659,631713.9411,1298781.819,10690341.38,-66693.6063,-114326.4177,-214286.149,-440941.4222,-897169.0767,-1935324.099,-4152619.828
416,-101472.4343,-232814.2811,-332642.0072,-1412099.654,-42392.787,-316773.3995,-1218092.737,-214563.9567,-3511752.062,-56538508.76,-69194329.75,-93159579.66,-137118955,-228586346.4,-419029912.3,-827669358.4,-1636559464,-3416607518,-7114927076,568502.8425,1099804.075,8975253.146,-63571.0751,-110225.626,-208410.3543,-429165.119,-875826.5601,-1889591.991,-4054797.976
417,2.9568,7.3181,-114.0027,-944.7549,-2057.6371,-535.2827,-7196.5014,-4112.4119,-119274.2863,-55990479.22,-67137879.77,-88424696.65,-127271636.8,-205389357.1,-365892916.4,-722415656.8,-1415206356,-2956042138,-6163082125,517706.1687,1062381.358,8699274.47,-63439.7005,-108755.0717,-203882.0257,-419780.5574,-854292.6109,-1843505.312,-3956843.698
418,-188490.6021,-151016.6496,-355317.6594,-180090.0284,-290164.9829,-249676.3272,-222291.9432,-1196283.142,-67488.6771,-37604597.47,-47619241.03,-66752322.93,-105702961.8,-184972908.1,-351497497.9,-696279004.4,-1456642611,-3040152302,-6338148854,602663.5962,1209750.977,8906207.193,-53079.9143,-97450.2762,-192268.9485,-395299.0817,-858323.2583,-1852054.861,-3975079.066
419,3.7229,9.3995,-13.1255,-10.4499,-32.1048,-52.1496,-6404.3486,-4810.9068,-124576.9305,-59349424.53,-71106451.06,-93565570.54,-134546371.7,-216975752.5,-386117238.4,-761743627.4,-1491337252,-3114643753,-6492955850,545846.6151,1116959.403,9158241.765,-64201.8143,-110028.745,-206200.7556,-424449.761,-863630.8001,-1863504.932,-3999489.57
420,13.2146,-7.6924,-2513.6374,-522.3899,-2067.1932,-3861.9531,-11139.3086,-15029.5082,-272498.2325,-77951612.43,-94132796.2,-125114795.4,-182555596.4,-298403365.3,-536239857.7,-1058947408,-2082208876,-4345026445,-9050739716,692563.232,1429459.928,11862843.68,-68458.9034,-117572.9446,-220657.6112,-454079.7568,-924372.3064,-1993563.626,-4276754.589
421,-27432.7189,-20531.3206,-22209.0146,-707237.4056,-95033.8252,-148466.92,-596289.997,-2682.1672,-39243.9861,-79808410.13,-95968953.32,-127102465.5,-184132968.8,-299553327.7,-538225898.8,-1061328808,-2079463494,-4339355862,-9039480766,784163.5772,1487848.597,12296602.25,-68416.1806,-117536.246,-220747.8229,-454174.4527,-924041.7005,-1992856.751,-4275258.708
422,11.5798,-82.2947,-914.4344,-2700.6006,-1152.2219,-9942.2913,-8779.1745,-7901.4107,-25655.5773,-79677225,-96137067.06,-127755045.9,-186159263.7,-303979374.8,-545889943,-1078586485,-2119021401,-4421682585,-9210617507,723708.5347,1476211.94,12238091.64,-68743.4066,-118030.9781,-221478.4964,-455810.6236,-927710.8506,-2000711.297,-4292001.238
423,-96207.0317,-102716.2111,-270378.6098,-434687.0145,-124155.9002,-306153.5806,-2378017.486,-303260.4279,-6245726.619,-28233261.2,-32755824.62,-41489109.69,-55607518.03,-85180390.38,-146880979.6,-285989828.3,-544133183.7,-1138712203,-2369101838,380586.1266,654404.8912,4803416.644,-51228.7502,-86925.5091,-161951.9662,-332873.6122,-674752.1847,-1458638.986,-3135031.582
424,-52999.7073,-58941.3348,-262724.9948,-159386.1334,-955705.9797,-286630.7213,-1460221.904,-322298.7816,-1251661.594,-24420377.26,-30433457.3,-42119572.16,-63986545.75,-109333527.5,-203651249.3,-409948535.2,-813117864.2,-1700240464,-3547424734,353823.0795,644266.5079,4993578.848,-53474.2207,-93570.4187,-178276.9722,-369794.8521,-756398.3258,-1633700.119,-3509117.854
425,-44336.428,-47620.3084,-25688.0182,-222392.9315,-323292.3006,-684675.3216,-5978287.523,-332410.6132,-1033359.887,-18754399.5,-23716226.74,-33661432.17,-52022806.15,-89593038.78,-168880487.2,-338847435.8,-665876908,-1393011378,-2907858787,344174.2846,674455.107,4149443.994,-50789.4095,-89200.7066,-170636.4339,-353670.1481,-723302.1995,-1562749.333,-3357793.048
426,-564615.7983,-815304.8367,-5635947.306,-2564402.268,-13632717.87,-2245312.753,-37847697.99,-706946.1325,-596322.3681,-172684614.9,-211198123.3,-279393285.8,-404275634.4,-662417132.3,-1212043183,-2397133412,-4671049920,-9727486839,-20227225528,2089292.377,4138153.865,25520344.86,-75548.4757,-129607.3895,-244501.8852,-502296.4322,-1019885.674,-2197966.855,-4712294.566
427,-272027.7441,-525613.2935,-496608.921,-2888658.256,-5602844.395,-10447438.48,-1954701.009,-898863.794,-1612474.161,-190560035.7,-230829526.8,-309829189.1,-458463229.3,-758492391.8,-1369485771,-2715104484,-5371275677,-11182001673,-23243154809,1950977.483,3535488.41,28006630.9,-80952.2313,-139872.8562,-263373.774,-542906.2407,-1106745.314,-2383726.087,-5107947.996
