,mean_MFCC_2nd_coef,mean_MFCC_7th_coef,mean_MFCC_10th_coef,std_MFCC_1st_coef,std_MFCC_2nd_coef,std_MFCC_6th_coef,std_MFCC_7th_coef,std_MFCC_8th_coef,std_MFCC_12th_coef,std_delta_log_energy,std_1st_delta,std_2nd_delta,std_3rd_delta,std_4th_delta,std_5th_delta,std_6th_delta,std_7th_delta,std_8th_delta,std_9th_delta
278,-0.86147,-0.68054,-1.8932,0.48256,0.3883,0.39029,0.30708,0.23103,0.23955,0.033376,0.06498,0.063083,0.071748,0.052413,0.041055,0.051776,0.043832,0.028804,0.037707
279,1.6887,0.80024,-0.49499,0.55353,0.40634,0.21881,0.2701,0.29615,0.4102,0.024302,0.039671,0.03653,0.044248,0.03695,0.028476,0.032898,0.033203,0.02997,0.026741
280,1.973,0.46843,-0.14316,0.58984,0.47628,0.21782,0.29677,0.23982,0.19836,0.020557,0.042743,0.049033,0.042014,0.030218,0.032137,0.032031,0.033377,0.03516,0.029907
281,3.1079,0.27172,-0.38358,0.36557,0.28846,0.24652,0.23979,0.32687,0.28761,0.021814,0.043877,0.040677,0.045505,0.043398,0.054561,0.044239,0.034797,0.046561,0.043171
282,2.6446,0.087865,-0.17036,0.37225,0.34538,0.19786,0.23072,0.21487,0.17748,0.024048,0.040144,0.035607,0.042181,0.027416,0.026613,0.035386,0.031425,0.031201,0.030036
283,2.0313,-0.18529,-0.2317,0.50286,0.36659,0.27684,0.29165,0.31166,0.2571,0.034629,0.070765,0.069702,0.057616,0.045485,0.03906,0.043193,0.046053,0.045593,0.040586
284,1.8017,0.18302,-0.51054,0.41229,0.31472,0.19812,0.20891,0.21579,0.18277,0.025783,0.05699,0.051189,0.050498,0.041077,0.027898,0.036139,0.030157,0.036201,0.025375
285,0.73876,1.3511,-1.9238,0.63258,0.72961,0.52701,0.3747,0.36628,0.39957,0.053148,0.077071,0.062342,0.072485,0.053853,0.076283,0.064671,0.062907,0.053831,0.05339
286,1.0908,1.3473,-1.9089,0.84284,0.73356,0.60507,0.42649,0.53389,0.33411,0.080533,0.092931,0.092639,0.093876,0.084332,0.07741,0.065762,0.066022,0.069875,0.059554
287,0.31745,1.2685,-2.1365,0.64788,0.71185,0.59402,0.42745,0.55752,0.51912,0.043698,0.083333,0.080855,0.065266,0.063665,0.071042,0.065756,0.059766,0.048457,0.062046
288,0.089708,-1.0269,0.89549,0.27968,0.27232,0.2171,0.19457,0.17334,0.18582,0.017953,0.035831,0.02418,0.030107,0.034221,0.030935,0.026846,0.030124,0.025297,0.024742
289,-0.072542,-1.2401,0.37823,0.2715,0.27467,0.31619,0.2337,0.20542,0.23307,0.020156,0.040104,0.036973,0.031838,0.028004,0.022099,0.031475,0.031721,0.028977,0.021623
290,1.3657,-1.1264,0.7898,0.34099,0.32234,0.25535,0.28815,0.22728,0.24573,0.014727,0.040062,0.043739,0.043181,0.035231,0.036979,0.038824,0.039722,0.030384,0.026669
291,0.15317,-0.13912,-1.1792,0.86397,0.72571,0.46191,0.40065,0.3957,0.18989,0.077793,0.13162,0.11028,0.10043,0.12767,0.082344,0.077299,0.066171,0.064779,0.05978
292,-0.11193,-0.050451,-1.4931,0.8239,0.82048,0.42567,0.47846,0.28958,0.24998,0.078027,0.1201,0.1158,0.10903,0.079302,0.084054,0.076479,0.07661,0.043169,0.054075
293,0.60834,0.11446,-1.4612,0.87742,0.66335,0.51227,0.5018,0.41698,0.27962,0.10243,0.12177,0.085122,0.13197,0.1177,0.092549,0.090434,0.086349,0.060685,0.061022
294,1.5074,-0.61856,-2.1454,0.20127,0.27781,0.18476,0.21786,0.15351,0.13615,0.017593,0.035007,0.035428,0.035949,0.038161,0.025295,0.031123,0.031075,0.018376,0.023919
295,1.2862,-1.0596,-0.6948,0.52258,0.33191,0.23084,0.17639,0.23176,0.21396,0.017061,0.085699,0.044952,0.034233,0.038713,0.041064,0.033853,0.028822,0.027415,0.025664
296,0.99132,-0.22191,-1.6084,0.29818,0.30104,0.203,0.24763,0.24556,0.21537,0.017856,0.050125,0.039231,0.033984,0.037695,0.032086,0.031216,0.031838,0.036047,0.029485
297,1.0349,-0.5304,-0.52915,0.30361,0.28116,0.37955,0.32235,0.21249,0.22848,0.01534,0.0301,0.029778,0.033978,0.032974,0.032103,0.036111,0.030521,0.027237,0.030628
298,0.15708,-0.65084,-0.63676,0.2293,0.23212,0.27061,0.21589,0.20009,0.28893,0.026546,0.034022,0.033748,0.042941,0.038416,0.03208,0.030342,0.029531,0.028128,0.026293
299,0.30429,-0.95221,-1.0446,0.3372,0.30956,0.26005,0.24982,0.22753,0.20905,0.019383,0.03332,0.033226,0.037322,0.033067,0.031071,0.032449,0.029759,0.028892,0.029731
300,0.2435,0.27928,-1.1054,0.7364,0.6431,0.50608,0.43277,0.43105,0.35438,0.042789,0.10562,0.080376,0.10225,0.084357,0.072917,0.073079,0.057601,0.065697,0.051996
301,-0.13586,0.011968,-1.301,1.1186,1.1789,0.62218,0.47289,0.51504,0.31942,0.035712,0.11586,0.11318,0.091166,0.082488,0.075954,0.066676,0.066656,0.062533,0.0559
302,0.69489,-0.13595,-1.8096,0.66687,0.62308,0.50396,0.53521,0.3688,0.31028,0.033488,0.091679,0.093633,0.068824,0.074426,0.064202,0.075291,0.057957,0.051196,0.062922
303,3.145,0.44275,-0.25753,0.56539,0.39336,0.35964,0.2794,0.26912,0.2036,0.039676,0.069581,0.044277,0.036006,0.048922,0.05631,0.054279,0.03896,0.039162,0.029746
304,2.8482,1.2458,-0.37049,0.3057,0.26616,0.23357,0.31272,0.31236,0.25368,0.040881,0.042308,0.038179,0.028815,0.037986,0.037242,0.031987,0.040392,0.041741,0.033775
305,2.9075,1.2336,0.057781,0.28267,0.30471,0.26095,0.24609,0.28107,0.25122,0.072528,0.03639,0.042361,0.051261,0.040542,0.03562,0.032977,0.030369,0.030304,0.031007
306,1.1531,0.70673,1.2452,0.42331,0.51738,0.31207,0.31309,0.3262,0.29607,0.050943,0.060368,0.066697,0.037914,0.0399,0.050886,0.052194,0.038066,0.038652,0.034763
307,1.0353,0.76499,0.78226,0.43589,0.51763,0.2671,0.2962,0.28549,0.31244,0.036442,0.053035,0.074981,0.04644,0.04582,0.040326,0.043401,0.034792,0.038744,0.032772
308,1.1156,1.1265,1.1211,0.50961,0.41225,0.32221,0.36833,0.36284,0.30209,0.043376,0.071723,0.04377,0.037692,0.039366,0.058289,0.042818,0.040989,0.037069,0.030075
309,1.5447,0.50726,-2.1746,0.29215,0.60222,0.34953,0.35099,0.25802,0.27339,0.028538,0.038182,0.042588,0.044471,0.038268,0.039848,0.03452,0.037839,0.030597,0.032891
310,1.7209,0.34417,-1.9754,0.51718,0.2993,0.36562,0.25887,0.36622,0.28593,0.032052,0.062447,0.042086,0.049611,0.051549,0.047132,0.039342,0.032036,0.045497,0.035201
311,1.2125,0.85058,-2.1623,0.25617,0.25324,0.41782,0.25811,0.24062,0.27286,0.01935,0.037994,0.038102,0.036844,0.028805,0.027703,0.03909,0.027424,0.033328,0.027438
312,0.70532,0.33214,0.21482,0.52981,0.50077,0.42587,0.24412,0.24583,0.21389,0.027336,0.041671,0.042907,0.038684,0.04074,0.03275,0.034119,0.029373,0.030512,0.033357
313,0.56594,0.12457,0.1834,0.49791,1.0452,0.4935,0.3372,0.24572,0.28422,0.063093,0.067996,0.071437,0.062731,0.038368,0.04558,0.041821,0.042791,0.044684,0.039345
314,1.7124,0.5221,-0.36985,0.75123,0.7317,0.35876,0.30864,0.29993,0.22723,0.16076,0.14166,0.084844,0.065718,0.075215,0.043252,0.049082,0.045503,0.050932,0.041165
315,0.033064,-0.058185,-1.3348,0.5493,0.62725,0.42163,0.28629,0.25902,0.3006,0.043279,0.084581,0.092716,0.064285,0.053661,0.049024,0.05613,0.044139,0.03876,0.045909
316,1.5505,-0.068683,-1.6179,0.51829,0.37026,0.3153,0.24287,0.22004,0.2495,0.030231,0.055213,0.046509,0.053496,0.038941,0.036417,0.033881,0.033217,0.02569,0.03663
317,2.797,0.036702,-1.3459,0.5852,0.52674,0.38646,0.29892,0.37638,0.22933,0.044318,0.068086,0.058663,0.060533,0.057927,0.036889,0.047892,0.037009,0.036611,0.031555
318,3.3611,-0.33119,0.64936,0.53277,0.38426,0.35261,0.30793,0.29698,0.26096,0.054587,0.068353,0.04775,0.052009,0.04234,0.044401,0.039647,0.041164,0.038176,0.032902
319,3.416,-0.30629,0.83178,0.28875,0.25688,0.33768,0.26645,0.30236,0.22119,0.040088,0.034924,0.041329,0.03965,0.039932,0.039853,0.052209,0.037729,0.039259,0.037556
320,2.8407,0.18809,0.93834,0.36604,0.35882,0.30221,0.29693,0.27222,0.26968,0.054044,0.052939,0.04944,0.052325,0.04552,0.044584,0.040434,0.040835,0.034842,0.034133
321,4.4799,-0.79881,-0.23849,0.41206,0.37472,0.23904,0.18318,0.17621,0.20913,0.0097924,0.065613,0.052112,0.051601,0.033801,0.023577,0.033939,0.02528,0.025728,0.025358
322,4.1583,-0.51802,-0.58605,0.45362,0.31417,0.30847,0.20486,0.24059,0.22152,0.015089,0.061324,0.044225,0.047965,0.041708,0.034439,0.034653,0.035516,0.036646,0.03356
323,4.1983,-0.48519,-0.6376,0.35532,0.30969,0.25844,0.21716,0.23717,0.27837,0.021628,0.043543,0.044365,0.034958,0.033697,0.034253,0.03058,0.028641,0.03573,0.027262
324,-0.81072,1.3267,-1.8257,0.72528,0.76081,0.4686,0.49,0.46941,0.39502,0.11786,0.091401,0.093875,0.068508,0.086099,0.062997,0.069575,0.083765,0.07269,0.059061
325,-1.0024,0.88142,-1.0463,0.76352,0.88321,0.5085,0.5555,0.49518,0.3822,0.096331,0.075882,0.09591,0.068051,0.070376,0.075397,0.068542,0.061227,0.058321,0.055657
326,0.25443,0.59474,-1.974,0.50515,0.50482,0.39219,0.44941,0.42355,0.30505,0.092663,0.074251,0.0756,0.0782,0.076307,0.057087,0.054086,0.064734,0.043632,0.05552
327,0.42197,-0.60851,-1.0433,0.7642,0.37663,0.34369,0.31968,0.27627,0.20337,0.043065,0.096786,0.051212,0.057944,0.068763,0.050951,0.066522,0.050566,0.046059,0.041675
328,-0.31291,-0.63886,-1.1576,0.42941,0.421,0.42116,0.30213,0.25697,0.25071,0.053021,0.058496,0.058325,0.031075,0.043468,0.050164,0.046773,0.041114,0.031096,0.035677
329,1.8598,-0.56398,-0.41441,0.7619,0.52167,0.39862,0.38716,0.27485,0.35768,0.052288,0.11449,0.056236,0.082359,0.08014,0.063417,0.070416,0.069232,0.037717,0.045404
330,2.2243,-0.51931,-0.90977,0.49835,0.59812,0.44351,0.3619,0.35782,0.29536,0.070099,0.065641,0.068808,0.061513,0.082035,0.059196,0.075598,0.047582,0.054739,0.052674
331,1.5821,-0.27396,-0.33169,0.55997,0.45843,0.37312,0.33402,0.30572,0.23173,0.028567,0.061772,0.06906,0.06314,0.0591,0.052544,0.057076,0.049274,0.041362,0.051278
332,2.6283,-0.068153,-0.64492,0.54131,0.45352,0.40794,0.34906,0.33516,0.25523,0.051642,0.058512,0.065329,0.067111,0.060982,0.046998,0.05384,0.055107,0.047303,0.053719
333,1.1543,0.95617,0.30366,0.43133,0.39343,0.36108,0.24092,0.23653,0.21969,0.029207,0.059076,0.052449,0.03739,0.032218,0.0388,0.039058,0.031413,0.02895,0.027135
334,2.3303,0.64909,0.028353,0.29748,0.31916,0.25028,0.26775,0.21147,0.19309,0.035913,0.041989,0.044237,0.047068,0.047556,0.042582,0.030871,0.038865,0.032396,0.030394
335,2.2077,0.27062,0.053252,0.3601,0.36609,0.1994,0.2263,0.25307,0.20812,0.031059,0.04342,0.040776,0.034322,0.048042,0.032403,0.028056,0.028206,0.034326,0.032704
336,4.67,0.17016,-0.7578,0.43404,0.51905,0.31997,0.29267,0.2658,0.31982,0.057484,0.071594,0.08191,0.07067,0.08202,0.039555,0.04497,0.048306,0.037947,0.038845
337,3.5544,-0.37034,-0.58855,0.47641,0.36375,0.33962,0.25002,0.24779,0.23983,0.064981,0.061472,0.057591,0.053901,0.050753,0.033192,0.045613,0.043423,0.044434,0.031732
338,3.3843,-0.1333,-0.99302,0.40172,0.70495,0.26799,0.23727,0.22237,0.36059,0.053434,0.066862,0.090647,0.048614,0.058986,0.033566,0.045896,0.037928,0.033237,0.036743
339,3.2724,0.45614,-0.27646,1.5884,0.7229,0.43555,0.39264,0.34564,0.33371,0.13065,0.14296,0.092408,0.051275,0.045463,0.064851,0.049023,0.043878,0.041924,0.035461
340,2.5223,0.78884,-0.84283,0.43917,0.52439,0.3087,0.29595,0.31718,0.2452,0.049547,0.044668,0.068678,0.035725,0.032576,0.031886,0.034819,0.042321,0.033571,0.026388
341,2.5052,0.41018,-0.96831,0.60077,0.38804,0.44529,0.43345,0.29056,0.32618,0.042221,0.057783,0.056222,0.039864,0.039307,0.035202,0.042247,0.037556,0.033566,0.026218
342,0.32601,-0.96927,-0.52725,0.627,0.2463,0.30722,0.21332,0.28873,0.32056,0.029464,0.08051,0.037228,0.041587,0.037713,0.041905,0.037534,0.032852,0.029725,0.032717
343,0.96566,-0.61966,-0.58924,0.64242,0.24604,0.32093,0.26403,0.21288,0.17487,0.027558,0.085822,0.039083,0.040541,0.038952,0.039024,0.037362,0.037426,0.030242,0.025812
344,1.0018,-0.13782,-0.92249,0.67919,0.25638,0.25593,0.2463,0.19586,0.33559,0.027953,0.089844,0.039186,0.035708,0.039114,0.031053,0.036343,0.03102,0.028462,0.040375
345,0.46218,-1.4811,-1.1924,1.1195,0.87216,0.56573,0.28034,0.25357,0.26553,0.054311,0.20712,0.15952,0.13992,0.13189,0.11821,0.094628,0.051272,0.045835,0.036366
346,0.76127,-0.76425,-1.037,1.002,0.82712,0.54105,0.44671,0.40258,0.36353,0.065479,0.11609,0.10989,0.12157,0.10612,0.083316,0.083654,0.071701,0.063081,0.067842
347,0.49475,-1.0954,-0.67891,1.111,0.93373,0.52507,0.41963,0.30069,0.23387,0.039693,0.1673,0.15004,0.14025,0.12643,0.11591,0.070002,0.065046,0.052642,0.047558
348,1.4511,1.1383,0.0211,0.47995,0.35536,0.32343,0.24588,0.21636,0.19899,0.052196,0.064708,0.051215,0.052235,0.050076,0.04647,0.041408,0.038713,0.036671,0.043184
349,1.8648,0.98128,-0.64412,0.36108,0.33146,0.2563,0.2341,0.19845,0.20133,0.037813,0.039089,0.056073,0.048507,0.03203,0.03716,0.043035,0.02946,0.02958,0.029014
350,1.7732,0.97057,-0.19284,0.48746,0.26394,0.26047,0.21487,0.23062,0.20265,0.040357,0.051998,0.034806,0.045307,0.038101,0.030736,0.02945,0.025028,0.031276,0.022541
351,2.9738,0.8949,-0.66537,0.32581,0.26948,0.32943,0.19639,0.16542,0.14788,0.02219,0.050015,0.041008,0.051291,0.041931,0.029323,0.041145,0.033096,0.019258,0.033696
352,2.7621,0.92879,-0.74849,0.25963,0.3147,0.2285,0.22923,0.18771,0.15524,0.024927,0.041784,0.048544,0.041024,0.041027,0.030468,0.035278,0.037697,0.026155,0.039153
353,3.3622,0.72076,-0.78111,0.39372,0.29173,0.28436,0.23488,0.20338,0.19181,0.045929,0.061147,0.044676,0.041903,0.047757,0.043054,0.040549,0.038619,0.028287,0.031541
354,0.82719,0.80837,-0.95174,0.54782,0.61418,0.45779,0.38076,0.36658,0.24417,0.046104,0.070838,0.083659,0.09382,0.077759,0.067753,0.06039,0.054142,0.054592,0.055102
355,1.9563,1.3325,-0.84048,0.50845,0.4677,0.38089,0.35111,0.34607,0.26633,0.045874,0.076484,0.080123,0.068525,0.056653,0.059751,0.051976,0.054362,0.048589,0.04802
356,2.0564,1.6695,-0.42754,0.5412,0.50752,0.42511,0.38679,0.32508,0.31405,0.047562,0.06945,0.067458,0.067496,0.059372,0.052426,0.062827,0.059967,0.050957,0.05107
357,-1.9871,1.0548,-0.27144,0.53783,0.43686,0.28811,0.34954,0.26727,0.25416,0.023533,0.079028,0.08321,0.05589,0.037377,0.059727,0.03929,0.045252,0.032908,0.046397
358,-2.5977,0.064432,-0.75485,0.85283,0.62182,0.32679,0.48188,0.59219,0.27992,0.02924,0.081082,0.061082,0.060575,0.061641,0.050911,0.037537,0.039134,0.042775,0.044128
359,-1.8402,0.47742,-0.15074,0.58699,0.52407,0.39764,0.2946,0.39684,0.29198,0.026893,0.086123,0.06645,0.047419,0.04474,0.063681,0.052271,0.045836,0.045018,0.038503
360,1.2259,0.18457,-0.36532,0.47106,0.3127,0.19576,0.20496,0.19349,0.19176,0.029668,0.051232,0.034217,0.038493,0.030802,0.025751,0.024377,0.026391,0.02312,0.023811
361,2.0969,0.071855,-0.61976,0.45491,0.45554,0.24712,0.19823,0.16568,0.21284,0.029337,0.042142,0.043182,0.037714,0.022837,0.027753,0.024543,0.021514,0.023477,0.022573
362,1.8275,0.11473,-0.48574,0.44168,0.24396,0.21338,0.18561,0.17688,0.16815,0.029334,0.06209,0.031264,0.042952,0.024683,0.02282,0.028677,0.028235,0.025978,0.024271
363,0.46594,2.3589,0.13736,0.46089,0.50095,0.4613,0.37353,0.28896,0.15905,0.023233,0.06209,0.0733,0.040682,0.048917,0.038243,0.056002,0.047065,0.035844,0.030678
364,1.5209,1.8425,-0.27277,0.54493,0.58046,0.35822,0.40038,0.36599,0.25446,0.021452,0.082298,0.059586,0.044467,0.038321,0.041019,0.051812,0.050538,0.046558,0.026226
365,0.9561,1.5957,-0.50041,0.57356,0.41722,0.37276,0.61757,0.29749,0.22271,0.023009,0.081133,0.064307,0.051715,0.044744,0.061806,0.063207,0.09539,0.044234,0.032433
366,2.5453,0.45347,-1.4422,0.44697,0.39622,0.34422,0.30431,0.24943,0.22087,0.034103,0.056206,0.054561,0.047477,0.045411,0.0302,0.037041,0.044548,0.034304,0.037081
367,2.1276,0.82728,-1.0738,0.40791,0.46694,0.32819,0.35417,0.31477,0.21753,0.030166,0.04519,0.047816,0.040431,0.043148,0.035495,0.050351,0.046468,0.04592,0.035997
368,2.0059,0.52372,-1.3604,0.52998,0.36906,0.3081,0.29172,0.2724,0.18803,0.030325,0.05858,0.055326,0.05984,0.049229,0.044714,0.040483,0.044256,0.03934,0.034932
369,1.2444,-1.0629,-0.81962,0.35351,0.24392,0.23935,0.21287,0.21027,0.22107,0.014038,0.038585,0.028459,0.028361,0.030608,0.027756,0.02829,0.027951,0.026584,0.027085
370,1.9121,-0.36493,-1.8203,0.26661,0.2214,0.24688,0.21673,0.18451,0.23154,0.010672,0.029167,0.026956,0.028677,0.030087,0.034553,0.028244,0.030504,0.021627,0.029388
371,1.8295,-0.54888,-1.3665,0.29748,0.3441,0.21278,0.1948,0.21046,0.17071,0.01114,0.03846,0.038751,0.028769,0.032059,0.030694,0.026963,0.026007,0.031255,0.028458
372,2.0427,2.4698,-0.24919,0.54881,0.65925,0.45086,0.50561,0.37416,0.41562,0.05516,0.076037,0.057757,0.071588,0.075409,0.057488,0.058933,0.051382,0.055877,0.057809
373,3.1764,1.6775,-0.87632,0.44744,0.52916,0.34797,0.34928,0.38446,0.3588,0.065252,0.052079,0.067343,0.068262,0.064623,0.051839,0.052189,0.050828,0.048564,0.051593
374,1.8011,3.3176,0.3628,0.45321,0.51324,0.39587,0.39413,0.36933,0.29455,0.053659,0.071542,0.076533,0.078316,0.057004,0.065149,0.049036,0.072003,0.056535,0.047225
375,-0.29002,-1.4516,-0.84273,0.54161,0.61023,0.30989,0.43449,0.31455,0.19538,0.024021,0.052061,0.047763,0.043867,0.04171,0.036013,0.0425,0.030308,0.039369,0.034801
376,0.095697,-2.0427,-0.94194,0.34481,0.48798,0.63751,0.39192,0.2598,0.46614,0.01387,0.036575,0.060379,0.052333,0.044817,0.039793,0.045301,0.045518,0.03619,0.044008
377,1.3605,-0.66171,-0.6924,0.70937,0.54429,0.38431,0.37793,0.37128,0.47957,0.033409,0.092049,0.079802,0.039952,0.043093,0.045413,0.046478,0.043026,0.044517,0.053344
378,-0.17621,-0.23081,-0.74633,0.53419,0.33885,0.27539,0.21997,0.22632,0.2712,0.028892,0.08198,0.04992,0.04001,0.037983,0.033832,0.032891,0.029192,0.034595,0.035095
379,1.0493,0.35298,-0.37417,0.74054,0.3547,0.43545,0.33377,0.2287,0.28864,0.015298,0.097253,0.04794,0.051484,0.037482,0.033933,0.050397,0.041618,0.029012,0.029581
380,0.71132,0.086314,-0.4956,0.6099,0.26642,0.29264,0.39854,0.20347,0.20091,0.024029,0.06864,0.04254,0.035352,0.036677,0.040319,0.035949,0.047776,0.031057,0.035003
381,1.6297,-0.61843,-1.4217,0.65606,0.46692,0.48883,0.41131,0.30247,0.22683,0.045575,0.1013,0.068241,0.083009,0.081594,0.067781,0.07127,0.063898,0.048752,0.054724
382,0.70505,-0.91795,-1.1072,0.72605,0.677,0.52494,0.35384,0.37432,0.26392,0.039846,0.095421,0.089045,0.073266,0.067838,0.082758,0.075409,0.045262,0.049971,0.046164
383,-0.45035,-0.64214,-0.12619,0.83258,0.70554,0.41216,0.34433,0.25186,0.23731,0.045344,0.13773,0.10475,0.10312,0.085653,0.073624,0.059103,0.054381,0.030301,0.038945
384,-0.2575,-1.2958,-0.60194,0.67369,0.56236,0.47797,0.52009,0.31363,0.3487,0.036166,0.10335,0.075243,0.061476,0.073066,0.071595,0.065432,0.040522,0.042744,0.041751
385,-0.11234,-0.66426,-0.74917,1.0211,0.81445,0.5237,0.51581,0.3052,0.32057,0.23133,0.13112,0.10417,0.10601,0.09991,0.08313,0.09545,0.0602,0.054191,0.067492
386,0.2038,-0.62985,-0.66208,0.87319,0.80042,0.67229,0.38003,0.28754,0.27168,0.076049,0.14057,0.088338,0.080058,0.094659,0.11325,0.10137,0.045966,0.046015,0.054173
387,3.8179,-0.24683,-1.3331,0.36717,0.32671,0.35728,0.30247,0.38317,0.23953,0.028234,0.051871,0.03909,0.038138,0.046037,0.044024,0.048523,0.045322,0.041514,0.035945
388,3.9486,-0.35808,-1.4732,0.36876,0.42202,0.25936,0.259,0.35587,0.26798,0.044473,0.056829,0.051376,0.043829,0.041849,0.033198,0.036496,0.034221,0.033073,0.048096
389,3.7065,-0.60712,-1.1888,0.26255,0.31584,0.29476,0.30585,0.26215,0.23739,0.021565,0.037338,0.049434,0.04154,0.035394,0.032245,0.03297,0.03597,0.033918,0.053269
390,3.1376,-0.055123,0.15496,0.56474,0.34005,0.35902,0.21442,0.20639,0.18255,0.011079,0.077315,0.04729,0.053739,0.030821,0.035395,0.039211,0.026474,0.028545,0.024833
391,2.3543,-1.0004,-0.26622,0.45672,0.30128,0.28733,0.26899,0.18795,0.1656,0.010551,0.062406,0.041128,0.05313,0.047294,0.030992,0.03787,0.035319,0.025381,0.028554
392,2.1666,-1.118,-0.4275,0.84334,0.56102,0.37515,0.19306,0.17304,0.24003,0.0094921,0.119,0.077011,0.068831,0.050557,0.038286,0.0406,0.02673,0.021425,0.023315
393,-2.4499,0.058154,-0.6429,0.69369,0.42591,0.27719,0.19371,0.20559,0.27123,0.020865,0.11503,0.066952,0.072643,0.067922,0.04618,0.031954,0.029351,0.032892,0.030788
394,-1.7562,0.63888,-0.5971,0.52902,0.41308,0.22628,0.22488,0.19476,0.22532,0.01957,0.050572,0.048278,0.04948,0.043628,0.03754,0.036246,0.030838,0.024606,0.025844
395,-3.0986,0.017999,-1.1112,0.75796,0.47018,0.34002,0.3125,0.26252,0.21642,0.015226,0.076015,0.041677,0.042663,0.036857,0.034646,0.031227,0.035822,0.028453,0.031272
396,-1.8149,0.51029,-0.97031,0.4515,1.1867,0.48959,0.38735,0.32533,0.2478,0.020214,0.07705,0.09431,0.054205,0.047187,0.067736,0.067257,0.074002,0.04859,0.061175
397,-3.0651,0.99815,-2.3497,0.55208,0.56806,0.29735,0.27473,0.25845,0.14765,0.014413,0.086598,0.07726,0.053023,0.041411,0.033305,0.03989,0.051005,0.037073,0.032919
398,-1.7312,0.53903,-0.61417,0.43366,0.38497,0.37221,0.35733,0.25778,0.24552,0.0096139,0.071273,0.04921,0.043497,0.039658,0.037963,0.045781,0.052074,0.041126,0.036713
399,-0.61717,-0.57535,-1.1422,0.50641,0.66014,0.44145,0.31667,0.26743,0.26617,0.10591,0.068922,0.08572,0.074865,0.052402,0.058108,0.041978,0.051593,0.036945,0.04159
400,1.6475,-0.32087,-1.2408,0.87428,0.53251,0.3101,0.49832,0.33848,0.26567,0.021407,0.067181,0.076182,0.054408,0.067632,0.044308,0.046926,0.061405,0.042053,0.049112
401,0.51367,0.27452,-1.1503,0.64309,0.5667,0.40821,0.31761,0.37596,0.51049,0.039744,0.066473,0.065607,0.051205,0.050954,0.047661,0.057417,0.049098,0.050423,0.031974
402,2.1354,-0.57902,-0.38114,0.4758,0.37468,0.53388,0.41752,0.33422,0.2511,0.053563,0.056843,0.060412,0.043288,0.045001,0.04309,0.051012,0.039113,0.047139,0.032995
403,1.8623,-1.2055,-0.55345,0.56378,0.5407,0.40118,0.386,0.28575,0.22818,0.056972,0.076468,0.051392,0.044862,0.037794,0.042811,0.05852,0.039541,0.038414,0.039617
404,1.2149,-0.97464,-0.38903,0.62022,0.40205,0.44718,0.46591,0.25463,0.30623,0.029414,0.080885,0.054874,0.038521,0.034221,0.041647,0.047684,0.058503,0.0427,0.0408
405,-0.66911,1.2539,0.63518,0.48775,0.73674,0.30087,0.2592,0.18572,0.19028,0.015994,0.07248,0.060464,0.041944,0.042428,0.041962,0.041362,0.041239,0.023022,0.029776
406,-0.91628,1.8879,0.32951,0.66841,0.59917,0.47846,0.44603,0.27027,0.22683,0.022292,0.07471,0.084764,0.060324,0.053277,0.055694,0.054291,0.048898,0.0325,0.032872
407,-0.82794,0.71756,1.0827,0.66314,0.53268,0.42704,0.46343,0.49524,0.16135,0.014138,0.069833,0.047697,0.051606,0.043608,0.060668,0.045275,0.056296,0.058538,0.02992
408,0.37997,0.75729,-0.90843,0.41129,0.28204,0.3251,0.29802,0.27123,0.34115,0.013936,0.040485,0.030883,0.031934,0.037949,0.041665,0.037316,0.034439,0.033956,0.029246
409,-0.156,1.2451,-0.901,0.28515,0.76527,0.37796,0.29087,0.31204,0.24638,0.013726,0.033406,0.050336,0.040722,0.033502,0.044542,0.037988,0.028153,0.025487,0.030317
410,2.3489,0.96643,-0.77461,0.63038,0.36489,0.25628,0.29878,0.23099,0.18928,0.018759,0.049687,0.03964,0.033793,0.028586,0.035079,0.032073,0.038822,0.04088,0.0323
411,2.571,0.65499,-0.39026,0.41464,0.52775,0.35667,0.24996,0.30995,0.21057,0.082204,0.065649,0.089223,0.062421,0.061885,0.042478,0.057248,0.036523,0.041872,0.039508
412,3.5601,0.14743,-0.4273,0.49462,0.48824,0.37442,0.27213,0.43083,0.23622,0.047704,0.074568,0.07164,0.063529,0.051772,0.042659,0.05494,0.041937,0.065511,0.045651
413,1.8723,0.6067,-1.1034,0.35474,1.1335,0.24786,0.24598,0.23833,0.18951,0.060603,0.058652,0.19665,0.045799,0.042452,0.041611,0.039849,0.037909,0.035009,0.031863
414,1.9811,-0.21415,-0.38363,0.30075,0.31616,0.23385,0.21901,0.25276,0.18621,0.014697,0.033857,0.037921,0.032021,0.028815,0.033706,0.03256,0.032937,0.032344,0.031868
415,2.3649,-0.12475,0.043991,0.35781,0.29396,0.28055,0.22325,0.25767,0.21629,0.027845,0.040287,0.038549,0.036509,0.036437,0.033797,0.032248,0.03224,0.031614,0.030251
416,1.6711,0.40135,0.59951,0.38838,0.43212,0.32928,0.34344,0.49347,0.25123,0.031134,0.048815,0.042761,0.034022,0.045797,0.038682,0.04074,0.044268,0.041059,0.036674
417,2.9952,-0.81509,0.11937,0.37335,0.47099,0.3013,0.39151,0.34184,0.26674,0.076918,0.057935,0.066519,0.05972,0.066658,0.055815,0.051534,0.05553,0.046284,0.046403
