,DFA,RPDE,numPulses,numPeriodsPulses,locShimmer,locDbShimmer,apq3Shimmer,apq11Shimmer,ddaShimmer,meanNoiseToHarmHarmonicity
616,0.71311,0.31231,431,430,0.04834,0.423,0.02664,0.03691,0.07991,0.010557
617,0.69727,0.37036,432,431,0.08087,0.722,0.04503,0.06023,0.13508,0.023275
618,0.64964,0.34552,435,434,0.03345,0.314,0.01463,0.03575,0.0439,0.006476
619,0.67297,0.45019,425,424,0.03484,0.312,0.01318,0.03725,0.03954,0.009707
620,0.6443,0.2366,442,441,0.03189,0.288,0.01455,0.03013,0.04364,0.003295
621,0.7747,0.48003,272,271,0.10381,0.933,0.05817,0.08377,0.17452,0.021075
622,0.7632,0.56908,273,272,0.14085,1.254,0.08089,0.08766,0.24266,0.04667
623,0.79784,0.69362,275,274,0.19697,1.738,0.09592,0.11514,0.28776,0.154864
624,0.67052,0.33303,373,372,0.05107,0.461,0.02765,0.04123,0.08296,0.007173
625,0.65975,0.44521,330,329,0.06822,0.594,0.0355,0.04515,0.10649,0.038841
626,0.71823,0.44413,333,332,0.08208,0.721,0.04692,0.05245,0.14076,0.047488
627,0.72831,0.27332,295,294,0.03218,0.278,0.01753,0.02505,0.0526,0.002767
628,0.73506,0.27514,298,297,0.02175,0.191,0.01081,0.01933,0.03244,0.002303
629,0.74666,0.37313,298,297,0.0728,0.635,0.04812,0.04156,0.14437,0.019112
630,0.74418,0.55317,215,214,0.03561,0.313,0.0175,0.03381,0.05249,0.00736
631,0.70406,0.47776,211,210,0.05181,0.451,0.01867,0.05676,0.05601,0.007136
632,0.65285,0.46147,213,212,0.05843,0.546,0.02399,0.06352,0.07198,0.008028
633,0.75649,0.43172,363,362,0.16679,1.435,0.08511,0.10608,0.25532,0.021615
634,0.75788,0.54973,338,337,0.15001,1.34,0.07404,0.09799,0.22211,0.0879
635,0.79355,0.46418,320,318,0.13583,1.219,0.07765,0.08567,0.23296,0.044726
636,0.63443,0.62237,317,316,0.06033,0.526,0.02721,0.06516,0.08163,0.041087
637,0.63198,0.55476,251,250,0.05061,0.457,0.0237,0.05103,0.07109,0.021888
638,0.6519,0.48686,305,304,0.06973,0.618,0.03961,0.05351,0.11884,0.02502
639,0.70444,0.53229,233,232,0.03286,0.34,0.01686,0.02853,0.05057,0.068414
640,0.58993,0.61179,486,485,0.06683,0.609,0.03314,0.05052,0.09941,0.018338
641,0.63864,0.50182,472,471,0.05262,0.489,0.02909,0.04062,0.08726,0.005248
642,0.71565,0.7645,80,73,0.14995,1.304,0.07029,0.00037,0.21088,0.726743
643,0.72552,0.82679,185,178,0.25101,2.114,0.12801,0.2775,0.38404,0.749908
644,0.69923,0.84808,134,124,0.19636,1.694,0.09525,0.08038,0.28574,0.657229
645,0.76431,0.46302,192,191,0.05609,0.495,0.03144,0.04956,0.09432,0.016191
646,0.77075,0.77434,190,186,0.12593,1.144,0.06218,0.10762,0.18655,0.247856
647,0.73233,0.56057,195,194,0.09387,0.806,0.05316,0.07997,0.15948,0.027768
648,0.66945,0.40831,358,357,0.03381,0.298,0.01814,0.02574,0.05441,0.005715
649,0.65446,0.47962,347,346,0.01884,0.162,0.00844,0.02074,0.02532,0.005494
650,0.67896,0.44705,356,355,0.02909,0.256,0.01408,0.02647,0.04223,0.008927
651,0.74234,0.42171,380,379,0.07192,0.643,0.04078,0.04885,0.12235,0.033716
652,0.69661,0.55698,357,355,0.08842,0.809,0.05019,0.06084,0.15058,0.038432
653,0.77657,0.45461,384,383,0.10761,0.971,0.0603,0.07132,0.1809,0.029346
654,0.80616,0.59646,243,242,0.07385,0.65,0.04442,0.05053,0.13326,0.013711
655,0.73552,0.51068,232,231,0.07158,0.645,0.03682,0.06956,0.11047,0.02826
656,0.81914,0.47616,246,245,0.07245,0.653,0.03909,0.0556,0.11726,0.011747
657,0.73663,0.26268,406,405,0.05166,0.448,0.03234,0.03005,0.09702,0.008867
658,0.7544,0.18984,405,404,0.04898,0.429,0.03125,0.02891,0.09376,0.004207
659,0.74692,0.25431,403,402,0.04946,0.43,0.03181,0.0306,0.09543,0.005389
660,0.71681,0.66809,209,208,0.04286,0.376,0.02123,0.03842,0.06369,0.019052
661,0.72485,0.64386,205,204,0.06625,0.614,0.03261,0.06166,0.09782,0.027094
662,0.71392,0.66504,200,199,0.10273,0.925,0.05518,0.08229,0.16554,0.05814
663,0.61673,0.6677,477,476,0.17934,1.562,0.08534,0.14023,0.25601,0.055087
664,0.62732,0.56231,493,492,0.07252,0.646,0.0355,0.05849,0.10651,0.025644
665,0.62956,0.59795,498,497,0.15674,1.409,0.07499,0.14489,0.22496,0.07902
666,0.67213,0.36905,393,392,0.03584,0.315,0.01899,0.02873,0.05697,0.011237
667,0.68054,0.43903,407,406,0.05716,0.498,0.03088,0.04621,0.09265,0.002963
668,0.70777,0.53727,408,407,0.08765,0.846,0.04838,0.06091,0.14514,0.023771
669,0.69447,0.42782,346,345,0.07543,0.696,0.04191,0.05515,0.12574,0.023549
670,0.73626,0.53443,277,276,0.12836,1.131,0.06881,0.09749,0.20643,0.050369
671,0.69699,0.6146,273,272,0.09479,0.87,0.04621,0.08489,0.13864,0.045626
672,0.58995,0.56477,433,432,0.09203,0.823,0.04839,0.07382,0.14516,0.050244
673,0.57561,0.38561,428,427,0.0411,0.376,0.01572,0.04735,0.04717,0.007526
674,0.60718,0.37996,428,427,0.05384,0.492,0.02709,0.04342,0.08126,0.011929
675,0.755,0.41263,298,297,0.01784,0.155,0.00936,0.01513,0.02808,0.009522
676,0.71406,0.46342,286,285,0.05549,0.488,0.03254,0.03698,0.09762,0.034257
677,0.75416,0.34218,283,282,0.03086,0.267,0.01741,0.02298,0.05223,0.009274
678,0.72396,0.42181,357,356,0.03425,0.315,0.01685,0.03137,0.05056,0.016253
679,0.62437,0.50215,416,415,0.03328,0.301,0.016,0.0293,0.04799,0.012695
680,0.58086,0.31436,437,436,0.02073,0.184,0.00809,0.02229,0.02426,0.001267
681,0.76126,0.56847,192,191,0.09313,0.825,0.04368,0.10222,0.13104,0.025973
682,0.74376,0.67749,196,195,0.09869,0.895,0.04675,0.10128,0.14024,0.060018
683,0.76136,0.63279,192,191,0.0622,0.558,0.02726,0.0714,0.08177,0.045533
684,0.73224,0.58332,276,275,0.04906,0.441,0.02218,0.05084,0.06653,0.018506
685,0.67662,0.51417,252,251,0.04117,0.361,0.01811,0.04635,0.05432,0.011325
686,0.76165,0.44345,285,284,0.04836,0.441,0.02242,0.04722,0.06726,0.012784
687,0.68986,0.48577,358,357,0.05562,0.488,0.02716,0.05548,0.08147,0.015844
688,0.70259,0.5731,356,354,0.0786,0.75,0.03655,0.0853,0.10964,0.025533
689,0.70806,0.49643,353,352,0.06054,0.54,0.02513,0.07138,0.07538,0.016571
690,0.72462,0.26501,452,451,0.05248,0.479,0.02488,0.04822,0.07465,0.008444
691,0.72914,0.28905,450,449,0.05012,0.487,0.02532,0.04745,0.07597,0.004099
692,0.80219,0.38853,415,414,0.06183,0.545,0.03433,0.05083,0.103,0.01065
693,0.82283,0.31766,244,243,0.03511,0.303,0.01972,0.0268,0.05916,0.005265
694,0.81111,0.33148,245,244,0.02145,0.187,0.01211,0.01658,0.03633,0.008835
695,0.81887,0.45697,252,251,0.05706,0.494,0.03332,0.03736,0.09995,0.023126
696,0.716,0.45816,340,338,0.06991,0.624,0.04073,0.04924,0.12219,0.036852
697,0.658,0.3851,440,439,0.06779,0.595,0.03982,0.04573,0.11946,0.020291
698,0.74553,0.44447,369,367,0.07557,0.642,0.04243,0.05673,0.1273,0.032903
699,0.66556,0.26126,394,393,0.04714,0.406,0.0262,0.03342,0.07859,0.005639
700,0.6401,0.27293,395,394,0.02808,0.245,0.01526,0.02118,0.04578,0.003023
701,0.69202,0.26806,385,384,0.05408,0.481,0.02982,0.03665,0.08945,0.010479
702,0.75417,0.67653,312,311,0.07295,0.655,0.03913,0.06175,0.11738,0.068738
703,0.69168,0.65426,311,310,0.05587,0.498,0.02922,0.05396,0.08765,0.025277
704,0.56317,0.43356,388,387,0.02271,0.209,0.01163,0.01904,0.0349,0.005467
705,0.66974,0.38675,414,413,0.03072,0.266,0.01652,0.02393,0.04955,0.008477
706,0.6315,0.38853,400,399,0.02598,0.239,0.01282,0.02139,0.03845,0.00376
707,0.67648,0.40249,420,419,0.076,0.658,0.03914,0.06125,0.11743,0.014037
708,0.78627,0.3883,355,354,0.01663,0.145,0.00864,0.01353,0.02593,0.002614
709,0.78009,0.39191,356,355,0.0362,0.318,0.01568,0.03653,0.04704,0.002691
710,0.79176,0.37514,361,360,0.03245,0.292,0.0168,0.02507,0.05039,0.005523
711,0.61297,0.33464,466,465,0.07429,0.631,0.04629,0.04367,0.13886,0.006165
712,0.65177,0.24071,446,445,0.06692,0.587,0.03468,0.04555,0.10403,0.006143
713,0.73061,0.5195,203,202,0.05707,0.503,0.03353,0.04103,0.10059,0.012259
714,0.66217,0.48118,400,399,0.03096,0.277,0.01363,0.03305,0.04089,0.006416
715,0.67686,0.3491,405,404,0.04585,0.408,0.0233,0.04051,0.0699,0.003397
716,0.69576,0.27656,396,395,0.02971,0.26,0.0152,0.02514,0.0456,0.00717
717,0.76591,0.67471,208,207,0.06793,0.596,0.03595,0.06042,0.10784,0.075242
718,0.69285,0.75084,202,201,0.08337,0.737,0.04152,0.07436,0.12457,0.093391
719,0.72157,0.74223,203,202,0.07064,0.63,0.03497,0.06647,0.10491,0.114702
720,0.64741,0.34923,330,329,0.06975,0.655,0.03232,0.07396,0.09695,0.003928
721,0.74146,0.30378,376,375,0.034,0.297,0.01778,0.02798,0.05335,0.005073
722,0.702,0.35042,341,340,0.0202,0.177,0.01045,0.01632,0.03136,0.003433
723,0.56362,0.39992,442,441,0.04222,0.381,0.02481,0.02882,0.07444,0.01009
724,0.5435,0.29515,544,543,0.02827,0.248,0.01669,0.01818,0.05008,0.008218
725,0.56078,0.55383,487,486,0.0179,0.156,0.01005,0.01254,0.03015,0.008035
726,0.74685,0.59217,199,198,0.05644,0.492,0.03324,0.03878,0.09972,0.03559
727,0.75498,0.51913,313,312,0.02984,0.256,0.01607,0.02283,0.04821,0.015174
728,0.76359,0.61966,218,217,0.05227,0.449,0.03052,0.03674,0.09157,0.028935
729,0.73521,0.25463,339,338,0.02504,0.221,0.01152,0.0226,0.03455,0.002867
730,0.77433,0.36966,340,339,0.02555,0.225,0.0116,0.02316,0.03479,0.002873
731,0.78931,0.41853,333,332,0.04112,0.355,0.02119,0.03343,0.06357,0.005256
732,0.70282,0.70732,376,373,0.1566,1.384,0.07951,0.0839,0.23852,0.435497
733,0.71329,0.42801,351,350,0.08279,0.726,0.03859,0.08681,0.11577,0.018552
734,0.66124,0.44586,381,380,0.13978,1.164,0.0709,0.10488,0.21271,0.025838
735,0.70424,0.5766,244,243,0.08563,0.784,0.04438,0.07495,0.13313,0.023437
736,0.69237,0.46381,237,236,0.0678,0.601,0.03596,0.05782,0.10789,0.027516
737,0.74468,0.54818,236,235,0.13243,1.174,0.07156,0.09701,0.21469,0.056219
738,0.65101,0.33389,304,303,0.03574,0.315,0.01938,0.02917,0.05813,0.007898
739,0.65276,0.40477,300,299,0.02042,0.177,0.0112,0.01663,0.0336,0.012099
740,0.66421,0.37479,291,290,0.02244,0.197,0.01181,0.02045,0.03544,0.007252
741,0.62396,0.61279,328,327,0.04275,0.365,0.01791,0.05178,0.05373,0.032613
742,0.6832,0.59472,323,321,0.10023,0.985,0.05651,0.07688,0.16954,0.044444
743,0.64833,0.55303,327,326,0.02896,0.251,0.0149,0.02674,0.0447,0.018771
744,0.6966,0.35202,375,374,0.08831,0.817,0.04761,0.05933,0.14282,0.024311
745,0.69326,0.58112,348,346,0.12738,1.147,0.06745,0.09098,0.20235,0.079405
746,0.67512,0.42389,347,346,0.09117,0.867,0.04876,0.08072,0.14629,0.046132
747,0.78231,0.4289,343,342,0.09892,0.876,0.05578,0.06753,0.16734,0.00701
748,0.78772,0.36342,340,339,0.02121,0.184,0.01157,0.01689,0.03471,0.005103
749,0.79637,0.32824,336,335,0.03737,0.332,0.0211,0.02553,0.06329,0.00521
750,0.57849,0.36017,375,374,0.01834,0.16,0.00977,0.01463,0.02932,0.0051
751,0.56355,0.28385,417,416,0.01947,0.171,0.01068,0.01547,0.03204,0.002571
752,0.56499,0.59194,415,413,0.04291,0.482,0.02307,0.03272,0.0692,0.025519
753,0.72335,0.46815,381,380,0.02978,0.263,0.01597,0.02271,0.0479,0.00448
754,0.7489,0.49823,340,339,0.03552,0.311,0.01791,0.02648,0.05373,0.011931
755,0.76471,0.46374,340,339,0.03702,0.326,0.0194,0.02765,0.0582,0.003615
