,tqwt_entropy_log_dec_5,tqwt_entropy_log_dec_12,tqwt_entropy_log_dec_13,tqwt_entropy_log_dec_18,tqwt_entropy_log_dec_19,tqwt_entropy_log_dec_20,tqwt_entropy_log_dec_21,tqwt_entropy_log_dec_22,tqwt_entropy_log_dec_23,tqwt_entropy_log_dec_25,tqwt_entropy_log_dec_28,tqwt_entropy_log_dec_33,tqwt_entropy_log_dec_34,tqwt_entropy_log_dec_35,tqwt_kurtosisValue_dec_1
262,-648614.7189,-154533.8011,-98480.6351,-24686.4059,-19697.6514,-13295.6338,-11162.8199,-8127.4475,-6757.7678,-3776.1476,-3985.6822,-1867.1478,-1549.6779,-1263.9991,14.9089
263,-728995.9741,-157176.9337,-102289.188,-26414.336,-18960.6402,-14343.9668,-11337.0797,-9799.8854,-6321.5817,-5582.545,-2654.0109,-2391.0101,-1858.4267,-1480.2267,12.7929
264,-824410.9724,-178894.2714,-120860.9226,-27545.2639,-22494.5659,-14934.6068,-11937.4492,-13155.294,-7205.5342,-3391.2782,-1147.0005,-2146.2646,-1677.0683,-1271.3905,2.5979
265,-829703.8677,-177706.8125,-123309.7156,-22561.6291,-19636.1098,-15762.4238,-13012.4512,-13271.232,-7015.7105,-3371.6477,-1294.0268,-2214.2756,-1699.3129,-1469.1786,2.7451
266,-842056.4903,-183201.5625,-125740.9701,-28750.5244,-22543.8483,-14555.126,-11857.0699,-12877.8732,-7167.7719,-3352.9983,-1026.7045,-2483.3859,-1923.4952,-1556.7563,18.5405
267,-726593.5032,-116383.9305,-71652.1511,-13413.3668,-18704.8529,-13195.8107,-14940.822,-12597.262,-6901.2805,-7095.407,-11078.4209,-3070.1938,-2442.8964,-2125.0413,14.7427
268,-752771.0401,-120711.0229,-75293.3056,-14543.2257,-19804.3416,-14037.8485,-15489.029,-13288.2085,-7476.842,-7211.7942,-10988.5546,-3119.843,-2513.0857,-2119.1271,31.3146
269,-745199.4723,-104577.3454,-60800.3662,-17785.2158,-21855.389,-15728.2933,-16546.2712,-14397.2764,-8154.2711,-7370.3806,-11735.6195,-3201.2231,-2916.0974,-2230.1558,5135.3386
270,-581494.0571,-167166.9536,-104607.3556,-20498.3331,-15796.1532,-13322.0795,-11639.0758,-8243.9781,-8487.9737,-1835.217,-6273.2205,-2797.6205,-2285.3081,-1835.5886,7.2446
271,-632921.7493,-164065.3399,-102304.4317,-16334.7009,-13611.8888,-10854.1961,-12488.5382,-8925.6761,-10516.6771,-2710.7788,-8753.3464,-3273.5364,-2692.6998,-2103.975,58.0304
272,-604000.1297,-147434.5698,-91880.8121,-15934.6128,-14748.3689,-11971.6681,-11619.5892,-8325.3624,-10060.8472,-2301.5272,-7754.213,-2776.8116,-2519.4969,-1945.6939,5.6397
273,-914141.492,-216586.933,-175046.2666,-43221.7985,-35643.8737,-33142.2931,-26045.4647,-22699.0033,-19525.6655,-9949.5514,-3296.9785,-4245.7597,-3925.2499,-3355.4029,6.0784
274,-902747.4535,-200518.8946,-139744.5752,-34825.6868,-28723.5816,-27833.299,-23402.8157,-19409.8325,-14374.3665,-9801.3932,-2102.357,-4089.9384,-3655.6526,-3312.3329,728.381
275,-930065.4946,-220598.2558,-155769.9246,-33086.9667,-27193.0809,-26118.7053,-23368.7833,-19586.9533,-15095.2991,-9695.8289,-3039.995,-3710.8478,-3917.0137,-3464.868,57.4936
276,-796069.4444,-136091.1255,-93799.3697,-25384.7278,-20912.3139,-24327.08,-12451.5892,-7339.1855,-6727.0946,-14828.6148,-9475.2696,-4601.0521,-3940.2188,-3309.4484,5.4377
277,-746221.3941,-110188.4617,-76524.7806,-26543.8995,-23781.0549,-21620.6623,-11159.9659,-6868.2133,-7372.4832,-14189.5076,-9313.4233,-4519.8781,-4039.8079,-3385.2408,4.8453
278,-664406.7614,-77681.6441,-51322.2005,-19624.8927,-18802.4093,-19303.4753,-9518.266,-5757.4233,-7012.1686,-14394.5651,-8718.7917,-4614.9225,-3895.8846,-3269.8161,7.7137
279,-592390.348,-132595.8445,-81644.8376,-19884.371,-17158.3962,-15862.389,-11506.3941,-12501.5457,-5806.3696,-1158.7111,-8950.0839,-3275.4103,-2865.9784,-2212.1524,9.1098
280,-650102.5085,-131625.7151,-80179.3813,-16656.6816,-16285.82,-15065.0574,-9510.1073,-9835.9028,-6677.6332,-951.1227,-9359.2106,-3297.3778,-2791.7449,-2252.0408,17.6045
281,-637862.1283,-138542.0958,-88887.4917,-17615.439,-15424.1618,-14643.1359,-9046.959,-8956.3366,-6573.9559,-189.5459,-8532.1444,-3296.2041,-2682.0753,-2218.1155,46.3124
282,-1051924.606,-216785.3519,-161778.9379,-40875.7736,-32337.5042,-27268.472,-23778.7456,-19634.8497,-15464.9502,-11025.4803,-4692.0058,-4314.7196,-3691.1081,-3217.3149,597.11
283,-1081757.667,-231098.0654,-172592.0492,-45969.1159,-34350.7016,-26524.7626,-22661.8848,-18111.0064,-13069.5866,-10266.4137,-3131.5002,-4314.467,-3770.001,-3306.2471,19.477
284,-984970.0703,-199671.1906,-141232.7128,-34781.6927,-24437.1405,-19616.8668,-17316.0776,-15202.7224,-11376.2134,-9446.5337,-2828.9005,-4200.4827,-3704.7431,-3225.9875,4.6347
285,-740217.3928,-155858.4617,-108830.8239,-40051.4577,-36165.4745,-30731.6191,-23448.8628,-20286.3031,-15164.6099,-5701.8544,-9364.5658,-4007.4096,-3931.7873,-3374.0372,8.3441
286,-749652.1534,-156375.7104,-110122.9067,-40796.5563,-37327.3074,-31392.8011,-23227.1395,-18860.4623,-17485.1519,-6375.6689,-9305.2872,-3540.8397,-3728.1086,-3183.8498,10.1189
287,-732556.878,-146202.5342,-101579.6128,-34946.8742,-30004.6118,-27251.5456,-24096.0807,-20594.4107,-14813.745,-5856.9329,-9244.7523,-3918.255,-3794.6471,-3226.0888,8.3349
288,-700468.1735,-110942.4122,-89391.5873,-15654.0671,-13061.9537,-14281.4004,-19480.5539,-18042.6258,-13488.7421,-7123.6458,-2605.5339,-3388.1743,-2966.0557,-2602.8884,7.3855
289,-680434.343,-115254.5242,-84985.0095,-16010.0646,-13075.2542,-15516.3096,-16664.8023,-16653.8069,-13860.8016,-7180.1854,-2633.4977,-3635.0138,-3176.4073,-2840.4867,7.9727
290,-664220.017,-130680.3789,-80791.9012,-17203.1656,-16103.2419,-15988.6897,-16840.0884,-15458.7011,-12758.4843,-6147.0402,-2970.3,-3372.2044,-2922.7487,-2627.9166,17.2191
291,-888800.5829,-160784.8123,-108147.3362,-24215.2875,-16934.0643,-14695.1588,-17718.4083,-14544.1648,-15640.6982,-7623.8367,-9407.8626,-3322.457,-3697.6514,-3207.1912,419.6246
292,-825276.666,-161533.2765,-107536.3468,-24382.856,-15562.0851,-13420.3294,-17138.829,-13970.2098,-15804.5712,-7952.6375,-9420.6532,-3396.5932,-3638.045,-3182.1478,12.7693
293,-834811.2333,-163009.4798,-111234.1367,-20788.247,-13049.5662,-13221.0288,-15865.0341,-13472.3117,-17228.4539,-8062.7383,-9384.0044,-3274.3063,-3623.0575,-3147.0661,25.6881
294,-820992.9609,-164654.2391,-100510.571,-15686.6687,-12554.6715,-16544.4975,-16937.5802,-11845.6079,-10402.8788,-9096.2803,-2692.8065,-2361.9731,-2927.6893,-2875.4163,360.9009
295,-875108.3935,-155480.1093,-99923.1837,-14601.238,-11906.0811,-16641.8147,-15539.7283,-11901.3978,-10363.4638,-8823.9844,-2297.1349,-3576.8454,-3168.4281,-2889.3034,22.2803
296,-855345.5104,-164849.375,-105192.5728,-16780.6538,-13052.0595,-16623.927,-17227.2222,-11596.2522,-10221.5489,-7595.3778,-2680.9688,-3731.8852,-3232.6009,-2926.5628,1464.5455
297,-562841.2138,-151415.232,-98321.9917,-14367.7568,-12495.0979,-13730.1577,-8970.8787,-8369.6789,-11438.7426,-3431.4527,-9595.7338,-3088.6549,-2376.0201,-1796.5633,7.0074
298,-549562.2852,-135104.3069,-83205.838,-11864.3791,-8819.5094,-13199.6763,-8883.7856,-10782.3474,-10888.1976,-4673.2031,-8142.8,-3021.4668,-2285.4159,-2122.9548,7.5708
299,-595005.2896,-132857.044,-75216.7273,-10548.1927,-9258.3191,-12799.8539,-9615.8554,-12960.5449,-11051.9619,-5691.566,-10749.9936,-3762.3622,-3027.4235,-2371.2595,7.6276
300,-754396.5456,-188013.2996,-127404.6767,-26434.7133,-25143.5093,-25217.4446,-22245.4348,-18496.6617,-13248.5472,-8141.5053,-3463.1068,-3129.9553,-3402.9434,-2940.812,15.1781
301,-728248.1278,-184014.4121,-128181.1344,-29608.0135,-28289.2441,-27455.9431,-23409.8332,-16426.1129,-12035.2553,-7055.7407,-3713.7913,-3237.4863,-3406.6422,-2992.5118,14.9225
302,-750536.6511,-183621.808,-119177.434,-24136.9981,-23832.189,-23423.7351,-20837.6366,-14541.8998,-10632.0586,-6594.3178,-3514.4336,-3337.3948,-3360.651,-2989.5292,100.6682
303,-931802.7276,-161065.6022,-119184.4181,-19105.4429,-23212.7764,-18503.1836,-18584.3054,-11118.2425,-5519.1419,-5458.2832,-7819.6838,-4315.658,-3800.7056,-3244.5176,446.5132
304,-896997.4036,-163118.379,-115076.0971,-17046.4526,-21824.6221,-19204.2162,-19306.1863,-11194.2754,-5504.4055,-5527.7236,-7774.4756,-4219.8817,-3441.7892,-3066.1442,749.8652
305,-889359.541,-149322.9022,-110102.2448,-19944.8455,-23165.8051,-19426.3437,-18991.9528,-11814.4161,-5908.2946,-5336.8222,-7644.2483,-4390.7792,-3779.99,-3230.9378,5.8161
306,-603071.5347,-158544.6619,-113397.5401,-25839.6766,-22151.6305,-20894.6918,-18534.9259,-13734.3201,-9541.0154,-3560.0045,-937.8335,-2394.7344,-2063.3265,-1730.169,4.8304
307,-597505.9177,-158558.6493,-109660.2416,-26518.8051,-23385.762,-22347.8269,-18780.3326,-12453.3708,-8443.4088,-3335.528,-682.4841,-2262.948,-2110.3694,-1834.9532,5.4953
308,-619124.2182,-157827.1445,-110963.1651,-26161.8091,-22477.8555,-19406.774,-15809.6764,-12545.7209,-8864.1142,-2724.355,-1389.4856,-2595.5162,-2319.6975,-1984.8461,15.5729
309,-642963.0726,-105290.4348,-69334.01,-27206.1025,-17411.132,-14743.264,-16332.5638,-7640.5509,-3962.3305,-9058.613,-10089.4734,-3149.6764,-2488.2809,-2127.3623,7.1467
310,-637920.9768,-113155.4168,-80341.8314,-32335.8049,-22613.1632,-13856.6408,-11151.5187,-13637.2743,-6935.0161,-2957.7738,-7726.8421,-3149.0638,-2511.0135,-2142.5709,7.6779
311,-653324.3103,-109061.2833,-66793.473,-24216.8526,-14980.1076,-13989.3446,-16267.6344,-7821.0228,-4562.2432,-11560.6459,-10600.5033,-3028.8773,-2463.9769,-1985.9067,8.0854
312,-890670.1575,-149086.4949,-105183.1262,-26777.4745,-24844.8113,-18249.345,-15916.2617,-15496.0358,-7818.774,-4692.6998,-9145.6187,-3436.0751,-3389.1943,-2917.659,14.9783
313,-913337.7518,-152426.59,-112765.5851,-33563.5753,-27167.7865,-17585.0454,-15006.2828,-15281.3475,-7724.4604,-4431.3561,-9193.288,-3544.3116,-3378.7086,-2792.9613,156.0651
314,-896876.8918,-144720.2097,-104615.5137,-31554.896,-26008.0611,-17154.9182,-14877.5216,-13705.5597,-6426.3457,-3971.9255,-8853.3908,-3757.2888,-3331.7419,-2930.6329,4.2111
315,-679229.4425,-116782.5657,-76798.4154,-17560.7909,-17296.4819,-17569.3959,-11629.2124,-10412.9921,-11696.527,-3474.8904,-10997.3033,-3287.7533,-2790.5239,-2266.4329,153.3256
316,-646109.2085,-135009.084,-89878.7341,-19846.2624,-20105.0033,-17823.0971,-11331.9744,-7909.7272,-9869.2133,-2187.4217,-8351.0774,-2800.4611,-2622.4279,-2277.0385,14.3568
317,-635843.6159,-150699.3609,-103802.7551,-21403.2374,-16139.5615,-14832.1714,-11252.0427,-9246.2864,-10265.0689,-1562.7511,-6905.5388,-2439.2299,-2348.0224,-1909.4621,7.395
318,-993243.4724,-206636.1271,-161471.3688,-36959.0543,-30367.3411,-26045.6107,-19844.8805,-14574.5979,-11064.7174,-6197.6097,-3103.7958,-4147.8638,-3556.9374,-3107.7571,4.8723
319,-985316.2015,-215291.8696,-160524.6847,-34555.1017,-27739.3268,-25652.2676,-21524.0537,-16830.5005,-13203.9363,-7243.045,-3461.6439,-4020.7002,-3505.7741,-2906.0605,150.9486
320,-883448.3111,-207260.3899,-153076.9705,-32965.6513,-26508.7518,-26505.0115,-21526.5627,-17921.665,-13293.1571,-6408.2535,-3124.6167,-3512.367,-3456.9173,-3109.3376,5.3472
321,-1080667.574,-162277.1455,-112949.5535,-25475.3016,-24645.0914,-23394.4439,-20404.2884,-19121.471,-11177.5938,-7430.0923,-10420.0783,-4730.0536,-4056.2925,-3355.2127,49.2804
322,-1053342.636,-140713.9412,-97702.293,-23106.1466,-22160.0746,-20670.6947,-17603.8611,-18821.4037,-10753.4408,-6731.0618,-10277.0486,-4755.7934,-3993.9627,-3415.3109,4.4572
323,-1052171.403,-167096.4342,-118955.6949,-24997.1972,-23246.944,-21911.3014,-18140.5913,-19557.7033,-11092.2444,-6723.6453,-9823.3624,-4826.994,-4077.4529,-3310.8324,8.897
324,-758694.9931,-157071.8937,-102158.3709,-17696.8664,-16895.5697,-18943.6122,-15168.0158,-14785.1574,-14577.2014,-6468.8781,-10037.6871,-4366.8938,-3807.2376,-3285.8639,20.272
325,-827310.8594,-160155.7595,-102309.5034,-19851.8138,-15915.4097,-17405.5857,-14419.7125,-13548.6583,-15789.833,-6838.9227,-9989.09,-4463.8495,-3847.549,-3207.9022,14.8117
326,-755974.2555,-161190.1651,-102831.2263,-18212.3178,-16640.2294,-17394.9323,-14441.56,-13202.6927,-14551.021,-5762.678,-10008.3552,-4556.2611,-3786.3311,-3190.0233,12.9395
327,-950603.498,-144618.2767,-103250.0689,-24627.512,-24871.5628,-19560.1441,-19288.5975,-15127.9307,-8609.255,-7505.651,-9758.5072,-4235.7629,-3912.7594,-3534.2707,2514.8428
328,-924276.1864,-140037.7914,-101931.0559,-32560.839,-29226.0607,-21057.0774,-19326.9644,-14857.1376,-7983.4103,-6080.5754,-9902.2783,-4226.7686,-4032.3111,-3633.8228,64.597
329,-1071196.791,-174088.1615,-126085.0283,-25476.5813,-23356.6509,-21640.6634,-18376.6597,-15450.2325,-7768.0554,-4387.4904,-9785.5959,-3947.3643,-3822.4934,-3475.1723,2772.3324
330,-876197.7544,-251073.4815,-193419.6252,-52266.7919,-41727.0685,-34827.378,-30576.5345,-24632.5915,-18351.1169,-13333.9488,-5836.1697,-3617.9396,-3833.4359,-3497.9513,3.6697
331,-889047.7485,-232528.0023,-168711.1418,-47888.207,-36796.5033,-30686.428,-25627.8017,-21023.8598,-15153.8871,-10854.7043,-4712.3032,-3654.0609,-3815.6726,-3305.7728,5.9498
332,-935027.4911,-253456.8721,-189160.6166,-51692.3297,-39544.9691,-32867.7859,-29328.4763,-22404.7933,-16163.1759,-13156.1398,-5755.2582,-3960.9315,-3946.8429,-3561.3331,4.066
333,-918731.9664,-154637.0583,-108727.5882,-37949.6101,-31767.3429,-24292.9146,-24401.5895,-17094.0287,-10725.0704,-10132.1311,-9901.7141,-3773.5007,-3782.4095,-3480.6127,3.6768
334,-862206.3148,-105254.2419,-68728.7321,-22125.5491,-24082.953,-18558.4061,-21087.9562,-13877.257,-8361.9416,-9409.8243,-9238.8825,-3896.8417,-3972.1958,-3567.2489,65.3799
335,-861007.621,-122522.0168,-87201.7286,-22340.8095,-22884.6892,-19906.0067,-23075.0833,-13388.4818,-8890.4395,-12872.0043,-9817.1216,-4093.8848,-3985.137,-3671.8804,109.2905
336,-917860.5317,-197720.0128,-121856.2845,-23025.362,-18768.4559,-17293.466,-12330.0604,-11921.4633,-13001.1046,-4899.5823,-9672.5318,-4404.2331,-3635.6984,-3232.8365,6.0492
337,-864949.8604,-205335.8308,-134801.1546,-24673.097,-20878.4718,-19496.7386,-14758.3882,-12768.7465,-14410.6875,-5231.1665,-9526.7552,-4254.5239,-3642.7786,-3129.8714,3319.6822
338,-856459.0471,-187758.5819,-116349.9601,-23238.0849,-17735.144,-16627.3988,-10992.8412,-11126.1655,-11327.3509,-4108.9213,-8850.1822,-4298.3889,-3580.6003,-2973.5673,6.2818
339,-1111924.587,-230407.2297,-174991.9291,-57835.398,-49029.9927,-40741.0156,-30485.9213,-22934.5674,-18094.2095,-12845.0501,-8095.0896,-4323.8991,-3658.6823,-3181.7529,11.2039
340,-956183.1891,-169573.2738,-119584.8246,-30761.577,-26409.8347,-25167.6526,-19640.7228,-13977.3003,-10894.945,-7683.2723,-5330.6676,-4701.7927,-3773.8586,-3216.8424,5.1166
341,-946010.0097,-165623.8935,-118409.3058,-30307.2494,-24659.3842,-23118.9741,-17154.2102,-13232.2997,-10080.5171,-6058.0009,-5823.1124,-4243.4427,-3550.2066,-3246.2111,105.188
342,-854644.7442,-120671.5666,-77188.0053,-9187.7854,-12139.7904,-12657.794,-10854.3475,-7567.9548,-9810.7495,-1902.9106,-8415.6742,-4217.9387,-3587.6692,-3019.4295,3929.5074
343,-875409.6143,-123895.4359,-79576.1218,-12696.2602,-14681.4424,-14376.4755,-11482.5492,-8209.5655,-10424.2284,-1692.7347,-8290.4568,-4359.8147,-3723.7307,-3102.7611,9.1388
344,-829984.3019,-126461.0327,-84038.8912,-9061.5581,-12992.3497,-15909.6145,-9572.3467,-7053.2421,-9904.0187,-2374.046,-8654.0761,-4346.2714,-3747.2976,-3237.091,162.8105
345,-701282.9725,-161344.7837,-96261.1912,-13370.4251,-17489.2512,-16261.2123,-11594.3592,-9211.048,-11944.5696,-2976.8255,-8892.8811,-2822.6688,-3318.3259,-2792.1604,608.0483
346,-691809.1962,-185074.8978,-118120.2199,-15437.6342,-17245.0143,-15816.3633,-12000.396,-9222.4964,-11433.5714,-3691.6218,-8977.2167,-2896.7486,-3387.5814,-2914.6103,21.1051
347,-710117.5504,-164202.2263,-101246.7167,-12971.892,-15996.5635,-15336.1197,-11501.8901,-9213.3931,-12158.4337,-3291.6691,-9017.2514,-2957.7723,-3281.6582,-2778.4682,9.3025
348,-557815.9353,-156930.6072,-107407.339,-30140.0924,-23595.8851,-21605.0141,-11520.0101,-5758.9801,-4647.9156,-1956.9174,-2998.0975,-2207.7104,-1841.8746,-1494.86,5.9087
349,-632976.873,-169200.0987,-107985.6247,-22610.3526,-20172.07,-17391.4722,-10286.4149,-6227.8074,-7155.4299,-1556.1344,-6544.7952,-2925.494,-2525.4471,-2027.6492,6.5019
350,-581955.9685,-176717.0404,-114549.3927,-26607.3614,-24199.4683,-20424.6003,-11808.3341,-7964.1479,-8670.6818,-1705.5533,-4649.8928,-2681.1158,-2544.6182,-1995.1284,8.6237
351,-1071588.422,-179910.6513,-130919.0285,-39283.0426,-28770.5195,-24927.9913,-17917.7768,-14767.5883,-16380.7022,-5867.7764,-10241.1557,-4502.0238,-3711.7598,-2997.8616,4.4988
352,-1072157.168,-177354.889,-124169.6248,-41719.9555,-30449.8313,-26436.572,-19542.6246,-16429.8572,-16201.2297,-6116.2884,-9581.809,-4159.2344,-3820.0939,-2993.2762,2.71
353,-1116200.605,-204504.3992,-151273.6896,-46893.6948,-36751.4672,-30298.2967,-22269.9863,-18536.2882,-16913.1581,-6709.3697,-9772.0605,-4427.2816,-3779.3416,-3014.6776,251.951
354,-875967.4374,-187551.9871,-134348.9764,-31724.9871,-26518.2835,-25743.0098,-20858.1203,-21773.4866,-14336.0186,-7885.3526,-9598.9361,-3564.0371,-3685.1722,-3400.5454,11.2367
355,-927633.4028,-193421.6919,-139684.5555,-38562.7883,-32176.9607,-30533.7794,-24005.4194,-22778.6284,-14925.1085,-7641.3594,-9159.2021,-3506.294,-3808.2764,-3424.5346,11.552
356,-938230.4191,-204267.4228,-148074.0848,-42542.7014,-35016.5827,-31284.3023,-24491.3748,-23820.6298,-16046.5384,-8317.0473,-9400.4487,-3154.7432,-3848.0811,-3524.8058,7.2458
357,-691216.9116,-87398.9216,-58125.9121,-22019.2644,-19472.0721,-17914.0312,-19125.4857,-10521.2366,-6859.8146,-13462.4609,-11890.6299,-3175.9233,-2214.6257,-1719.4436,6.2624
358,-741668.9895,-91502.4864,-61335.063,-23304.817,-19976.6213,-21111.3267,-19286.3034,-11563.3534,-8552.7224,-19053.5669,-13407.522,-4036.2832,-3025.9536,-2420.2735,22.2943
359,-752533.3117,-99288.4563,-69060.4883,-19050.1299,-22093.0574,-16445.9469,-17403.9753,-10086.4297,-4659.0848,-5307.5782,-11159.2403,-3334.9962,-2354.3403,-1840.5667,356.1678
360,-923357.3962,-136494.6727,-99139.9132,-22356.4269,-26356.3355,-21355.744,-22948.1756,-12571.7903,-7730.7884,-10362.4319,-7644.0896,-4458.7363,-3748.8607,-3293.7604,6.9387
361,-980697.6109,-156783.5718,-112978.2422,-27722.5282,-26282.3065,-21486.3178,-22369.8151,-12541.1465,-7762.6217,-10639.7018,-7389.8784,-4533.1845,-3898.7727,-3323.2356,3.3732
362,-959496.4519,-152087.6566,-111204.9667,-26489.7752,-28785.8797,-23259.7435,-23723.7191,-13178.957,-8156.5996,-10478.8891,-7618.9618,-4631.694,-3983.3839,-3342.5435,6.0435
363,-727654.2656,-135176.894,-80508.9298,-14100.1027,-13093.8802,-16491.7334,-12064.9911,-9435.3039,-8496.57,-2147.0409,-5318.3289,-3140.1897,-2496.6918,-2109.2214,8.1109
364,-804646.0364,-160421.3985,-100766.6704,-13580.2776,-13501.4134,-15392.9699,-10102.2307,-9008.4094,-6863.9429,-2163.7046,-3919.6911,-2857.9918,-2396.7851,-1899.1098,940.1303
365,-802169.8451,-150458.8445,-90387.4692,-13116.7366,-12967.5596,-14022.4997,-9496.1019,-8805.9975,-9499.0012,-2670.0743,-5956.687,-2982.7461,-2219.7113,-1862.8757,195.0751
366,-977739.8659,-167519.564,-116795.4428,-28012.4321,-22388.0667,-15715.2925,-16131.743,-12636.6457,-6754.982,-6055.9723,-9643.9125,-4410.1924,-3775.996,-3189.6606,919.7196
367,-959514.3443,-153353.0673,-107514.2872,-27042.4585,-23675.6328,-16375.7613,-16012.061,-13470.9628,-6946.3993,-5781.1172,-9181.1688,-4304.4778,-3589.8493,-3247.4035,2106.7913
368,-975908.7308,-152846.9956,-103034.7261,-21950.0503,-21014.6237,-14618.8551,-14932.6213,-12593.1737,-6558.576,-5665.4805,-9425.9068,-4511.8275,-3787.4344,-3241.0135,3.4735
369,-728051.0845,-114141.7046,-85396.8721,-18598.0827,-20332.9451,-14838.7646,-16480.1174,-7187.7497,-2468.6798,-4357.7158,-8909.0171,-3112.9912,-2542.9678,-2160.4201,32.0392
370,-675774.8656,-130686.8176,-89737.2193,-20098.0585,-23052.1775,-16073.8096,-16259.3678,-7166.269,-2134.9262,-2668.7198,-8902.4437,-3029.4881,-2374.1261,-2166.7342,8.3734
371,-807921.893,-129853.0759,-89627.6824,-20486.2117,-22070.8802,-16378.6235,-18461.3599,-8433.1181,-3644.6763,-5570.7668,-9854.3516,-3323.4187,-2673.3652,-2219.4881,9.2017
372,-692617.3503,-186225.3147,-124479.6678,-46870.121,-39434.554,-34299.7798,-30729.7762,-25438.6173,-15677.5098,-5054.4412,-9583.8313,-3127.9942,-3643.9935,-3160.648,9.4682
373,-708866.5413,-186271.5921,-124471.5211,-40712.7221,-35095.1899,-28698.9592,-25990.0238,-20635.5203,-18457.3989,-6707.043,-9393.4631,-3086.4115,-3754.7135,-3192.2444,10.4525
374,-788695.0981,-195533.9153,-136883.8822,-47713.828,-43242.5259,-38485.4249,-33403.5283,-28101.5122,-17087.1342,-6625.2969,-9789.0474,-3153.4868,-3806.6338,-3419.966,8.9542
375,-695160.7195,-97793.1537,-71335.8948,-12885.2649,-18307.0794,-14008.0161,-16468.2104,-9644.9529,-4591.2006,-5878.2145,-9420.5755,-3032.3782,-2619.2017,-1900.2183,20.35
376,-723102.5102,-112145.2651,-86829.4934,-14785.8641,-17214.0969,-13919.3667,-13155.2746,-10050.1769,-3890.9936,-2859.5144,-9777.1894,-3125.5111,-2657.5157,-2127.6248,17.465
377,-739144.6974,-137921.4748,-101988.0575,-11268.3913,-13784.9314,-11472.0857,-10774.3022,-12506.0391,-6048.3802,-4144.9933,-9200.2429,-2859.2971,-2655.4048,-2187.39,4078.18
378,-856989.3513,-124738.4229,-71185.627,-13827.2012,-13531.6906,-14905.797,-16444.1553,-12618.7923,-7972.5651,-8073.366,-2717.3833,-4757.4128,-3919.0892,-3355.4412,2620.8383
379,-914727.3918,-149835.6981,-93403.4398,-14180.5242,-13170.5465,-11356.9746,-13202.8649,-12368.1272,-7780.8591,-8125.7855,-2458.6449,-4522.1901,-3709.3009,-3257.7444,208.7812
380,-889849.7844,-144018.7896,-89176.7486,-13438.9809,-12980.2241,-11873.7338,-13338.709,-12612.7885,-8076.5508,-8243.1566,-2573.0666,-4382.2088,-3661.9986,-3163.5778,1277.3312
381,-770464.4652,-207321.9083,-133448.3106,-21253.5313,-20978.2145,-21244.7965,-20325.8406,-15115.0792,-10462.6695,-9471.6505,-4164.8139,-3632.886,-3577.464,-2977.1338,10.7814
382,-744005.3357,-184997.2424,-125966.1297,-22078.4987,-20655.9019,-19357.0833,-18200.0127,-17449.8106,-13186.4123,-9957.1035,-4222.4336,-3793.5745,-3573.7159,-3123.1126,14.5402
383,-745961.8173,-168119.1048,-115980.4748,-20078.3001,-19187.0091,-18163.6189,-15839.2207,-15998.6498,-13042.9731,-9214.9117,-3988.8529,-3387.2838,-3526.7458,-3031.473,32.2268
384,-761615.2543,-111876.3376,-70314.7173,-12718.1551,-17259.4874,-16399.5999,-16806.3851,-14072.6514,-7726.1148,-6990.3606,-6474.4693,-2233.1467,-1823.3197,-1473.0873,7.6607
385,-751472.2449,-110230.7402,-66062.2457,-11501.3476,-17461.2297,-17928.6341,-18460.7785,-14638.1306,-8330.3887,-7606.5671,-7916.4613,-2879.7822,-2257.9901,-1790.7424,10.5381
386,-751888.5502,-99077.5635,-55447.2163,-11879.7498,-16955.8124,-19050.8876,-18878.0313,-16065.4036,-9663.4791,-8034.5347,-7672.8304,-2540.7765,-2154.246,-1709.4975,11.6447
387,-881770.3905,-186888.898,-131856.3666,-42616.0513,-29480.9697,-20538.0112,-13339.5131,-11683.3738,-11386.6721,-8407.9571,-1501.0203,-3818.8144,-3573.1363,-3074.4374,8.7708
388,-792419.3676,-167932.922,-112164.6626,-23418.2024,-14107.5617,-12092.0647,-9625.4872,-10808.0183,-8111.5,-5449.2676,-1716.3772,-4051.2517,-3853.9238,-3230.8535,64.6817
389,-760966.4502,-164933.6465,-111587.7592,-23820.52,-16126.786,-13706.434,-10776.2576,-10217.6934,-7095.1307,-4034.8763,-1551.5018,-3949.4982,-3439.3561,-2977.2157,5.5333
390,-834679.2837,-175539.9236,-115846.6539,-12720.0897,-12257.7847,-10760.9003,-9656.9642,-5803.2008,-6708.0378,-1483.4085,-7346.2783,-2246.992,-2184.8379,-1780.9097,10.6289
391,-785480.3315,-167905.1319,-127755.6996,-18293.9287,-9887.5861,-8881.4535,-6737.1688,-5078.1874,-8682.4181,-685.8975,-8958.9879,-2013.8454,-1963.2868,-1816.3648,105.5201
392,-769888.7234,-180355.9823,-136039.6771,-15162.4887,-9250.6211,-7765.4266,-7431.2811,-5318.0291,-8291.6442,-849.0057,-7532.0817,-2087.6907,-1850.2591,-1413.6212,1968.3625
393,-696173.2955,-94686.5113,-63710.731,-17507.9583,-25085.4495,-21680.8846,-14827.5755,-13863.822,-14603.1055,-6028.8917,-12484.8754,-4649.3944,-3858.8989,-3080.0942,530.2538
