,mean_Log_energy,mean_MFCC_0th_coef,mean_MFCC_1st_coef,mean_MFCC_2nd_coef,mean_MFCC_3rd_coef,mean_MFCC_4th_coef,mean_MFCC_5th_coef,mean_MFCC_6th_coef,mean_MFCC_7th_coef,mean_MFCC_8th_coef,mean_MFCC_9th_coef,mean_MFCC_10th_coef,mean_MFCC_11th_coef,mean_MFCC_12th_coef,mean_delta_log_energy,mean_0th_delta,mean_1st_delta,mean_2nd_delta,mean_3rd_delta,mean_4th_delta,mean_5th_delta,mean_6th_delta,mean_7th_delta,mean_8th_delta,mean_9th_delta,mean_10th_delta,mean_11th_delta,mean_12th_delta,mean_delta_delta_log_energy,mean_delta_delta_0th,mean_1st_delta_delta,mean_2nd_delta_delta,mean_3rd_delta_delta,mean_4th_delta_delta,mean_5th_delta_delta,mean_6th_delta_delta,mean_7th_delta_delta,mean_8th_delta_delta,mean_9th_delta_delta,mean_10th_delta_delta,mean_11th_delta_delta,mean_12th_delta_delta,std_Log_energy,std_MFCC_0th_coef,std_MFCC_1st_coef,std_MFCC_2nd_coef,std_MFCC_3rd_coef,std_MFCC_4th_coef,std_MFCC_5th_coef,std_MFCC_6th_coef,std_MFCC_7th_coef,std_MFCC_8th_coef,std_MFCC_9th_coef,std_MFCC_10th_coef,std_MFCC_11th_coef,std_MFCC_12th_coef,std_delta_log_energy,std_0th_delta,std_1st_delta,std_2nd_delta,std_3rd_delta,std_4th_delta,std_5th_delta,std_6th_delta,std_7th_delta,std_8th_delta,std_9th_delta,std_10th_delta,std_11th_delta,std_12th_delta,std_delta_delta_log_energy,std_delta_delta_0th,std_1st_delta_delta,std_2nd_delta_delta,std_3rd_delta_delta,std_4th_delta_delta,std_5th_delta_delta,std_6th_delta_delta,std_7th_delta_delta,std_8th_delta_delta,std_9th_delta_delta,std_10th_delta_delta,std_11th_delta_delta,std_12th_delta_delta
358,9.9423,15.0059,5.8556,-2.5977,-2.5629,-3.0707,-1.1359,-1.5517,0.064432,0.30530999999999997,-1.4024,-0.75485,0.11134000000000001,-1.4215,-0.0015095,-0.009978200000000001,-0.0009775,0.0022143,-0.0062652,-0.007795399999999999,0.0057334,0.0021984,-0.0054951,0.00019725,0.0031448,-0.0030546999999999996,0.00060659,0.0024497,8.79e-05,-0.00017578,0.0011043,-0.00078322,0.00083016,-0.00015477,0.00053913,-0.00027473,0.00037011,0.00012837,8.55e-05,-0.00014251,0.00057538,-0.00055825,0.28615999999999997,1.271,0.85283,0.6218199999999999,0.81963,0.5281600000000001,0.5926600000000001,0.32679,0.48188000000000003,0.59219,0.47403999999999996,0.26718000000000003,0.31256,0.27992,0.02924,0.12139000000000001,0.081082,0.061082000000000004,0.060575,0.061640999999999994,0.050911,0.037537,0.039133999999999995,0.042775,0.044128,0.034137,0.045241,0.039788,0.0081512,0.045554000000000004,0.039070999999999995,0.027141000000000002,0.024025,0.024927,0.023833,0.018211,0.018195,0.015156000000000001,0.01885,0.016105,0.019302,0.017823
359,10.0768,16.3982,7.0496,-1.8402,-1.2665,-1.8283,-0.55489,-1.3878,0.47741999999999996,-0.013805000000000001,-1.2922,-0.15074,-0.57945,-0.97167,-0.0045363,-0.016397,0.0058019,-0.0020556,-0.0028179000000000004,-0.00082841,-0.005508699999999999,0.0078529,-0.0057038,-0.00072179,0.0081172,-0.0037012,0.0021111999999999997,0.0021784,0.00012335,0.000352,0.00015114,-0.00023505,-0.00023321,-0.00013534,0.0002673,-0.00037722,4.8200000000000006e-05,0.0001647,-0.00037022,-7.120000000000001e-05,7.55e-05,-0.00037074,0.21543,0.9319799999999999,0.58699,0.52407,0.52423,0.3466,0.45928,0.39764,0.2946,0.39684,0.39332,0.28298,0.37174,0.29198,0.026893,0.12725999999999998,0.086123,0.06645,0.047419,0.044739999999999995,0.06368099999999999,0.052271000000000005,0.045836,0.045018,0.038502999999999996,0.042705,0.038173,0.032464,0.008928499999999999,0.044766,0.040392000000000004,0.031878,0.021317,0.019708,0.025817000000000003,0.022553,0.020128999999999998,0.014903,0.014602,0.015832,0.012415,0.013396000000000002
360,9.8324,13.9329,7.1638,1.2259,-2.6648,-1.5065,-1.2429,-0.6541899999999999,0.18457,-0.32263000000000003,-0.42923,-0.36532,-0.14807,-0.26298,-0.0023558000000000003,-0.010757,0.0006632999999999999,0.0068649,-0.0033751,0.00013794,0.003018,0.00049314,0.00028575,-0.00011247,0.0004811,-0.00079798,0.0017417,0.00069355,2.27e-05,-0.00032913,0.0004463,-0.00010617,-0.00015967,0.00028881,9.2e-05,-0.00046560000000000004,0.00028762,0.00018047,-0.00031721,0.00039756,-2.09e-05,-0.00021767,0.32884,0.73236,0.47106000000000003,0.3127,0.35554,0.27181,0.19235,0.19576,0.20496,0.19349,0.18427000000000002,0.19573,0.17406,0.19175999999999999,0.029668,0.06842999999999999,0.05123200000000001,0.034217000000000004,0.038493,0.030802,0.025751,0.024377,0.026391,0.023119999999999998,0.023811000000000002,0.024168000000000002,0.021933,0.023577,0.008553299999999998,0.029514,0.025983,0.015658000000000002,0.016909999999999998,0.015586000000000001,0.012779,0.012974000000000001,0.014763,0.012043,0.012515,0.012673,0.011781999999999999,0.010364
361,9.9427,14.5013,7.0903,2.0969,-2.2268,-1.6775,-0.9086299999999999,-1.0742,0.071855,0.23914000000000002,-0.37756999999999996,-0.6197600000000001,-0.64147,-0.028203,0.00093359,0.0054615,-0.0028375,0.00048002,0.0042475,0.0020288,-0.0026508000000000005,0.0010211,-0.0011577,0.002747,-0.00075544,0.0010038,0.0022414,-0.0017741,9.02e-05,-0.00013093,0.00021915,0.00049922,8.109999999999999e-05,-0.00011088,-0.0001829,0.00019131,0.00017921,-0.00018121,0.00021122,-9.85e-05,3.6200000000000006e-05,0.00018139,0.3426,1.0755,0.45491000000000004,0.45553999999999994,0.34575,0.20051,0.23753000000000002,0.24711999999999998,0.19823,0.16568,0.21119000000000002,0.1979,0.22043000000000001,0.21284,0.029337000000000002,0.10379000000000001,0.042142,0.043182,0.037714,0.022837,0.027752999999999996,0.024543000000000002,0.021514,0.023477,0.022573,0.022521,0.024909,0.026126999999999997,0.0073723,0.035443,0.020411000000000002,0.015218,0.018211,0.013216,0.012722,0.013885,0.011412,0.01273,0.011373999999999999,0.011625,0.013314,0.012946000000000001
362,10.3056,15.8166,6.8262,1.8275,-2.1448,-1.4979,-1.1105,-0.75097,0.11473,-0.025879000000000003,-0.52541,-0.48573999999999995,-0.27709,-0.055471000000000006,0.00027012,0.00086761,0.0011853,-0.0013877000000000002,-0.0020291,0.0025012,0.0016497,-0.0014554,0.00019742,-0.00046788,0.0027944000000000003,-0.0015171,-0.00048964,0.00089742,-0.00016043,-0.00060763,0.00067196,0.00027764,-0.00033738,0.00015333,-0.00018284,0.00029674,0.00063058,-0.00036139,-0.00022884,0.00016816,0.00010265,-0.00018824,0.18198,0.53664,0.44168,0.24395999999999998,0.30068,0.21604,0.17297,0.21338000000000001,0.18561,0.17687999999999998,0.19738,0.14476,0.19088,0.16815,0.029334,0.078653,0.06209,0.031264,0.042952,0.024683,0.02282,0.028676999999999998,0.028235000000000003,0.025977999999999998,0.024271,0.017277,0.028393,0.025359,0.0098134,0.031067,0.025065999999999998,0.014812,0.018174,0.013649000000000001,0.011243000000000001,0.013281,0.014334999999999999,0.012012,0.013236000000000001,0.0099794,0.012614,0.011748
363,10.1101,17.2656,7.0543,0.46593999999999997,0.34515,-0.062167999999999994,-2.077,-2.4336,2.3589,0.044518,-0.10235,0.13735999999999998,-0.9633700000000001,0.022381,-0.0011213,-0.0092131,0.0017885000000000002,0.0080929,-0.00057023,-0.0022686,0.0027809,-0.0011347000000000002,0.0023154,0.00039628,-0.0036477,-0.00031404,0.0018926,-0.0012552,5.9499999999999996e-05,0.0005251,-0.00060289,0.00079292,-0.00018703,-0.00046949,0.00012687,0.00017185,-0.00036871,0.00041157,-3.13e-05,0.00016145,-3.8299999999999996e-05,0.00022055,0.16203,0.82083,0.46088999999999997,0.50095,0.31228,0.35703,0.41193,0.4613,0.37353000000000003,0.28896,0.31604,0.19638,0.18254,0.15905,0.023233,0.1172,0.06209,0.0733,0.040681999999999996,0.048917,0.038243,0.056001999999999996,0.047064999999999996,0.035844,0.030677999999999997,0.026199,0.022304,0.024053,0.0086749,0.046729,0.028983,0.029105000000000002,0.017655,0.02216,0.015843,0.025303,0.022963,0.016426,0.014176,0.011984999999999999,0.010042,0.011651
364,10.0331,14.7362,8.1849,1.5209,0.7296600000000001,0.15083,-2.2794,-2.5681,1.8425,0.63861,-0.18908,-0.27276999999999996,-0.3701,-0.11352999999999999,-0.00017721,-0.0031171,-0.0014619000000000001,0.006398699999999999,0.001034,0.0029865,0.0026747,-0.00032001,0.00030715,0.0015396,-0.00015471,-0.00021692,0.0018081,-0.0002077,0.00012178,-0.00012586,0.0015035,-0.0014380999999999999,8.04e-05,0.00083541,-0.00021964,-0.00035633,0.0008414999999999999,-0.00066676,0.00038366,-8.7e-05,-7.96e-06,9.91e-05,0.14511,0.83924,0.54493,0.5804600000000001,0.3664,0.30885999999999997,0.31986,0.35822,0.40038,0.36599,0.2404,0.30298,0.24853000000000003,0.25445999999999996,0.021452000000000002,0.12212,0.082298,0.059586,0.044467,0.038321,0.041019,0.051812000000000004,0.050538,0.046557999999999995,0.026226,0.039132,0.028252,0.03911,0.008281499999999999,0.045026,0.040214,0.028938,0.021169999999999998,0.018386000000000003,0.018983,0.025862,0.026618,0.020669,0.013828,0.016116,0.013198,0.016461
365,10.0393,14.8405,8.2207,0.9561,0.0062823,0.019771,-2.4595,-2.6007,1.5957,0.28873000000000004,-0.16050999999999999,-0.50041,-0.81983,-0.29788000000000003,-0.0014585999999999998,0.0011890999999999998,0.0017577000000000003,9.88e-06,0.0036027999999999998,0.0011589,-0.0016855999999999998,-0.00034991,0.0076443,0.0011335000000000002,-0.00031123,0.0040925,0.00091215,-0.0030328000000000004,1.1599999999999999e-05,-1.0199999999999999e-05,0.00042671,-0.00044629,-0.00016572,0.00030074,8.55e-05,4.11e-05,-0.00013376,5.429999999999999e-05,0.0002189,-0.00048548,0.00019637,0.00010293,0.13289,0.81116,0.5735600000000001,0.41722,0.29445,0.28534,0.34407,0.37276,0.61757,0.29749000000000003,0.24777,0.26521,0.17225,0.22271,0.023009,0.13045,0.08113300000000001,0.064307,0.051715,0.044744,0.06180599999999999,0.063207,0.09539,0.044233999999999996,0.032433,0.041523000000000004,0.024684,0.035414999999999995,0.008665899999999999,0.054980999999999995,0.040753,0.026119,0.023286,0.019413999999999997,0.025972000000000002,0.027719999999999998,0.036693,0.021953999999999998,0.016509,0.017853,0.011518,0.015650999999999998
366,10.2868,14.2123,6.867999999999999,2.5453,-1.1608,-0.8770399999999999,-2.0386,-1.2204,0.45347,-0.2411,-1.5846,-1.4422,-0.42833999999999994,-0.9644299999999999,-0.0034674,-0.004080100000000001,0.00054969,-0.00080938,0.00076316,-0.0038414,0.00016773,0.004005,0.0024093000000000005,-0.0010413,-0.00055856,-0.0046835,-0.0008835000000000001,-0.0025393,-3.75e-05,0.00042642,-0.00051546,0.00056376,0.00024375,-0.00076638,-2.7899999999999997e-05,0.00096098,0.00013763,-0.00028415,0.00046449999999999996,0.00015589,-8.38e-06,-9.4e-05,0.20704,0.68519,0.44697,0.39621999999999996,0.33543,0.47153999999999996,0.24770999999999999,0.34421999999999997,0.30430999999999997,0.24943,0.28981999999999997,0.25784,0.24072,0.22086999999999998,0.034102999999999994,0.086707,0.05620599999999999,0.054561,0.047477,0.045411,0.0302,0.037041000000000004,0.044548000000000004,0.034304,0.037081,0.034033999999999995,0.03338,0.024549,0.012213,0.040623,0.029325,0.028631999999999998,0.024586,0.022115,0.01545,0.017748,0.021881,0.016398,0.017501,0.016924,0.018662,0.01401
367,9.9815,13.75,7.3616,2.1276,-1.5045,-1.2696,-2.0167,-1.1916,0.8272799999999999,-0.12426,-1.6339,-1.0738,-0.76379,-0.6993199999999999,-0.0061586,-0.0043339,-0.0091566,-0.0060843,0.0084155,-0.0011255999999999998,0.0037192,0.0064502,-0.0033025999999999997,0.0022180999999999998,-0.0010998,-0.0025393,-0.0032372,-0.0033848,-0.00016167,-0.00040996,0.00019078,-3.5600000000000005e-05,-0.00045454,0.00036263,0.00058125,0.00014291,0.00040361,0.00036246,-2.62e-05,-0.00040581,-0.00014448,0.00029718,0.27065,0.57568,0.40791,0.46693999999999997,0.41163,0.31523,0.25738,0.32819,0.35417,0.31477,0.27508,0.24850999999999998,0.22271999999999997,0.21753000000000003,0.030166000000000002,0.07961,0.04519,0.047816000000000004,0.040431,0.043148,0.035495,0.050351,0.046468,0.045919999999999996,0.035997,0.041937,0.032891000000000004,0.032304,0.012305,0.032803,0.021746,0.020712,0.021598,0.022267,0.018484999999999998,0.023565,0.020868,0.022807,0.017516,0.020322,0.017646000000000002,0.016741
368,10.1963,13.5342,7.9217,2.0059,-1.6793,-0.75943,-2.6180000000000003,-1.3934,0.52372,0.078747,-1.4615,-1.3604,-0.54625,-0.42935,-0.0032597999999999998,-0.0075452,-0.0020765000000000002,0.0012813,-0.0013734,0.0015581,-4.23e-05,0.00042972,0.00097518,0.0011414,-0.003243,-0.0016183,-0.0032040999999999997,-0.00012355,0.00027663,0.00053057,0.00055894,0.00010937,1.4000000000000001e-05,9.36e-05,-0.00068534,0.00024809,0.00042,0.00060445,0.00012268,5.2300000000000004e-05,0.0001671,-4.54e-05,0.33196,0.9865,0.52998,0.36906,0.42654,0.38895,0.35975999999999997,0.3081,0.29172,0.2724,0.27148,0.25536,0.29896999999999996,0.18803,0.030325,0.10215,0.05857999999999999,0.055326,0.05984,0.049229,0.044714,0.040483,0.044256000000000004,0.03934,0.034932,0.035137,0.034447000000000005,0.026557,0.011179000000000001,0.04819,0.034487000000000004,0.025342,0.026691000000000003,0.023524,0.020927,0.017436,0.022016,0.017674000000000002,0.017346,0.016791999999999998,0.015849000000000002,0.012638
369,10.505,17.1795,5.5246,1.2444,-0.61397,-1.6904,0.78673,-0.87298,-1.0629,-0.4198,-0.095573,-0.8196200000000001,0.23713,-0.60073,0.0012040999999999998,0.0019644000000000003,0.00572,-0.0032999,0.0029842,0.004156100000000001,0.005009,-0.0028093000000000003,-0.00014364,0.0012433,0.0038789000000000002,0.0050069,-0.0039506,0.00442,-0.00022238,-0.00096348,0.00021012,-0.00020059999999999997,7.240000000000001e-05,-0.00038293,6.42e-05,-0.00037731,0.00029627,-0.00038706,0.00012798,0.00012267,-0.00052646,-0.00016313,0.080568,0.39975,0.35351,0.24391999999999997,0.27655,0.24129,0.3647,0.23935,0.21286999999999998,0.21026999999999998,0.30695,0.30882,0.29088,0.22107,0.014038,0.061939999999999995,0.038585,0.028458999999999998,0.028361,0.030608,0.027756,0.02829,0.027951,0.026583999999999997,0.027085,0.022930000000000002,0.028905,0.022678999999999998,0.004983,0.026023,0.019948,0.012575,0.01553,0.016142,0.01599,0.012664,0.014572,0.013893,0.012186,0.012128,0.014028,0.011215000000000001
370,10.7702,17.6257,4.4313,1.9121,-0.080724,-2.4111,0.58414,-1.2322,-0.36493000000000003,0.23356999999999997,-0.5495800000000001,-1.8203,-0.31958000000000003,-0.76805,0.0017869,0.0036469000000000002,0.0016015,-0.0016714000000000002,0.0025318000000000003,0.0013618,0.0032957999999999998,-0.0026889,0.0032692,0.00017095,5.6000000000000006e-05,0.0036795,-0.0042819,0.0057165,-2.23e-05,-9.05e-05,0.00016817,-0.00035349,-0.00043359,0.00022227,0.00019856,-0.00011859,-0.00029219,0.00037574,-0.00017675,-0.00038753,0.00021583,-0.00032358,0.11685999999999999,0.43351999999999996,0.26661,0.2214,0.27171999999999996,0.23711,0.29655,0.24688000000000002,0.21673,0.18450999999999998,0.21378000000000003,0.25032,0.2771,0.23154,0.010672,0.044537,0.029167000000000002,0.026956,0.028676999999999998,0.030087,0.034553,0.028244,0.030504000000000003,0.021627,0.029388,0.029126,0.031570999999999995,0.027568000000000002,0.0036798,0.019974000000000002,0.015765,0.015102,0.013144999999999999,0.016857,0.019336000000000002,0.014240000000000001,0.015328,0.012686,0.014384000000000001,0.017099,0.016177,0.012587000000000001
371,10.2005,15.4487,5.8112,1.8295,-1.6094,-1.9124,-1.103,-0.6116199999999999,-0.54888,0.1736,0.33055999999999996,-1.3665,-0.57213,-1.2538,0.0026373,0.0098535,-4.24e-05,-0.0009113,-0.0047716,0.0015155,0.0028707,0.00085023,0.00025691,-0.00042921,-0.0023221,0.004220600000000001,-0.0027239,-0.00058701,2.9199999999999998e-05,0.00034559,0.00029208,-0.00064081,0.00020087,0.00012736,0.00023929,0.00023103,-0.00013808,-0.00024916,5.45e-05,0.0001654,5.24e-05,-0.00015971,0.19932,0.8056,0.29748,0.3441,0.4533,0.25472,0.38533,0.21278000000000002,0.1948,0.21045999999999998,0.19029000000000001,0.24042,0.22571999999999998,0.17071,0.01114,0.070909,0.03846,0.038751,0.028769,0.032059,0.030694,0.026963,0.026007,0.031255,0.028457999999999997,0.025568,0.023736,0.02713,0.004651,0.024182,0.017002,0.016783000000000003,0.014691999999999998,0.016017,0.015101,0.013900999999999998,0.014199000000000002,0.016354,0.014031,0.013622,0.012553,0.013788
372,9.1278,17.5387,0.59306,2.0427,2.8592,-4.5134,1.7477,-0.34063000000000004,2.4698,-0.35612,1.5553,-0.24919000000000002,0.29666,-2.2049,0.001679,-0.0025153000000000003,0.00011293,0.0080749,0.0014639000000000002,0.0032196,-0.0059286,0.004208399999999999,-0.0040931,0.0017515999999999999,-0.0025531,-3.9399999999999995e-05,-0.0036669000000000003,-0.0037475,-4.96e-05,-8.89e-05,-0.00053917,-0.00015713,0.0006177,0.00095996,0.00067572,-0.000713,-0.00073177,-0.00022556,9.93e-05,0.00037583,-0.00020699,0.00048849,0.40564,0.58065,0.54881,0.65925,0.45711,0.50932,0.53009,0.45086000000000004,0.50561,0.37416,0.41058999999999996,0.38221,0.38189,0.41562,0.05516,0.08329500000000001,0.07603700000000001,0.057757,0.071588,0.075409,0.057488,0.058933000000000006,0.051382000000000004,0.055876999999999996,0.057809000000000006,0.054747000000000004,0.052828999999999994,0.046189,0.017056,0.039456,0.035255,0.027516000000000002,0.038036,0.037083,0.029833,0.030581,0.029381,0.029698000000000002,0.030858999999999998,0.028475,0.023204,0.022763
373,9.0373,17.180999999999997,1.8029,3.1764,2.2077,-4.5973,0.45264,-0.36005,1.6775,-0.47601000000000004,2.1272,-0.8763200000000001,-0.05225,-1.2282,-0.0054006,-0.014527000000000002,-0.0033189,0.0035789999999999997,0.0046995,0.0021653,0.0018129,-0.0013059,0.0019419,-0.0049904,-0.0013702,0.001703,0.0022956,-0.0036619,0.00075549,0.002054,-4.58e-06,-4.03e-05,-0.0010464,0.0015337,0.00022972,0.00033797,-0.00064791,0.00092493,-0.00053617,0.00054446,-0.0003364,0.00027925,0.39729000000000003,0.8579100000000001,0.44743999999999995,0.5291600000000001,0.4978,0.51179,0.36504000000000003,0.34797,0.34928000000000003,0.38445999999999997,0.41381999999999997,0.3706,0.2909,0.3588,0.065252,0.094048,0.05207899999999999,0.067343,0.068262,0.064623,0.051838999999999996,0.052189,0.050828,0.048563999999999996,0.05159299999999999,0.070073,0.048666,0.044404,0.02334,0.042975,0.025394,0.033205,0.033412,0.030222000000000002,0.026563999999999997,0.024317,0.026666000000000002,0.024569999999999998,0.026022000000000003,0.032425999999999996,0.024654,0.023418
374,9.072000000000001,17.9006,0.8388899999999999,1.8011,2.6687,-4.237,1.5875,-0.94944,3.3176,-1.2614,1.334,0.3628,0.17552,-1.8537,0.0064493,-0.0014662000000000002,0.0041026000000000005,0.005446,0.0017804000000000001,-0.0038444000000000004,0.0039182999999999996,0.00061817,0.0052548000000000004,0.0016331,0.00086099,0.0019367000000000002,0.004987600000000001,-0.0020615,-0.00024268,0.00084258,-0.00065546,0.00019505,-0.0012724,1.57e-05,-0.00027593,0.00043575,-0.00024598,0.00014936,0.00049278,-6.82e-06,-0.00013364,-2.44e-05,0.28138,0.58526,0.45321000000000006,0.5132399999999999,0.43873999999999996,0.40603,0.45098,0.39587,0.39413000000000004,0.36933,0.33052,0.30971,0.3338,0.29455,0.053659000000000005,0.075211,0.071542,0.076533,0.078316,0.057004,0.065149,0.049036,0.072003,0.056535,0.047225,0.039151,0.056346,0.041175,0.017825,0.036008,0.034867,0.038311000000000005,0.034378,0.028775,0.032874,0.027081,0.035248,0.029932,0.027545,0.022183,0.028942000000000002,0.022387
375,10.0798,16.1304,6.4447,-0.29002,-1.5567,-1.1167,-0.98493,-0.25871,-1.4516,-1.2483,0.7729699999999999,-0.84273,-0.44421000000000005,0.42618999999999996,-0.0030396,-0.0081238,-0.004565100000000001,0.007938299999999999,0.0098763,-0.0023578,-0.012994,-0.0034404,0.006751399999999999,0.0036525,-0.0034836,-0.0004295,0.00064498,0.0016377,0.00016744,8.85e-06,0.00046829,-0.00024188,-0.00015209,-4.6e-06,8.290000000000001e-05,-0.00016968,0.00027196,-5.19e-05,-0.00023268,9.22e-05,-0.00033729,0.00053818,0.17389000000000002,0.70508,0.54161,0.61023,0.57248,0.66768,0.9263,0.30989,0.43449,0.31455,0.33678,0.22829000000000002,0.25114000000000003,0.19538,0.024021,0.087712,0.052061,0.047763,0.043867,0.041710000000000004,0.036012999999999996,0.0425,0.030307999999999998,0.039369,0.034801,0.0259,0.027931,0.033512,0.0073518,0.035142,0.027627,0.020459,0.018007,0.015013999999999998,0.015558,0.016469,0.013835,0.015953,0.015284,0.014212,0.012296,0.015781
376,10.226,15.9571,6.8491,0.095697,-1.3122,-0.996,-0.2278,-0.40107,-2.0427,-0.85564,0.52571,-0.94194,-0.46815,-0.37681,-0.0010002000000000001,-0.0046876999999999995,0.008105800000000002,-0.004515,0.0063603,-0.012953000000000001,-0.010692,0.0051346000000000004,-0.00019223,0.00026054,0.0019460999999999999,-0.00068613,-0.004925,0.0050508,-6.82e-05,-0.00066677,0.00010961,0.00078871,-0.00017056,-0.0001512,0.00046744,0.00020714,0.00032971,-9.93e-05,0.00012139,0.00030236,-0.00016676,9.53e-05,0.12775999999999998,0.51127,0.34481,0.48798,0.6111,0.59443,0.73339,0.63751,0.39192,0.2598,0.41698,0.23209000000000002,0.40972,0.46613999999999994,0.013869999999999999,0.07678600000000001,0.036575,0.060378999999999995,0.052333000000000005,0.044817,0.039793,0.045301,0.045518,0.03619,0.044008,0.035347,0.034222,0.027815,0.0047157,0.028975,0.016893000000000002,0.022657,0.019847,0.016069,0.016194999999999998,0.018074,0.015688,0.014199000000000002,0.015859,0.015696,0.013866,0.012683
377,10.1457,13.9788,7.968,1.3605,-0.9461299999999999,-1.7209999999999999,-1.9634,-0.19788,-0.66171,-1.4106,0.7084699999999999,-0.6924,-1.1501,0.7719,-3.3100000000000005e-05,0.005545399999999999,-0.0082925,0.008962000000000001,0.0044343,-0.0068507,-0.0012959000000000002,0.0039968,0.0048063,0.0015513,-0.0047945,0.0032994,0.0021879,0.0015335000000000001,-4.28e-05,0.00060424,-0.00085444,0.00016059,-0.00013541,9.470000000000001e-05,-3.229999999999999e-05,-3.229999999999999e-05,-0.00023559,0.00018216,-0.00030201,-7.290000000000001e-05,0.00038246,-0.00056935,0.20457,0.90641,0.70937,0.5442899999999999,0.31979,0.35966,0.46526999999999996,0.38431,0.37793000000000004,0.37128,0.4592,0.32414,0.30041,0.47957,0.033408999999999994,0.1292,0.092049,0.079802,0.039952,0.043093,0.045413,0.046478,0.043026,0.044517,0.053344,0.041513999999999995,0.034337,0.047214,0.0095375,0.050631999999999996,0.042651999999999995,0.026682,0.017634999999999998,0.017855000000000003,0.015587,0.019228,0.015754,0.019384000000000002,0.025499,0.016645,0.015309999999999999,0.02086
378,9.8256,14.9523,8.8863,-0.17620999999999998,-1.5998,-0.062117,-0.20227,-1.5395,-0.23081,1.1061,0.17915999999999999,-0.74633,0.11506,0.47326999999999997,-0.006467499999999999,-0.013931,-0.00091379,-0.0003669,-0.0015777999999999999,0.00039131,0.0023452,0.0034576999999999997,0.0018514,-0.0019432000000000002,-0.0035095999999999994,0.0034496,0.0059781999999999995,-0.0054736,-0.00025967,-0.00046818,-0.00022497,-0.00026447,-0.00021583,6.02e-05,0.00018121,8.120000000000001e-05,-0.00031073,0.00038253,4.5799999999999995e-05,-0.00035758,0.00052238,8.82e-05,0.22064,0.82945,0.5341899999999999,0.33885,0.29967,0.23493000000000003,0.28169,0.27539,0.21996999999999997,0.22632,0.28996,0.22077,0.31178,0.2712,0.028892,0.095312,0.08198,0.04992,0.040010000000000004,0.037982999999999996,0.033832,0.032891000000000004,0.029192000000000003,0.034595,0.035095,0.030374,0.030095999999999998,0.034569,0.011255,0.043171,0.041219,0.023867,0.020763,0.018169,0.016947999999999998,0.016484,0.014147999999999999,0.015685,0.016285,0.014536000000000002,0.015013,0.015169
379,9.7738,13.6322,9.2837,1.0493,-1.3464,0.35584,-0.6415,-2.0884,0.35298,0.1877,0.1948,-0.37417,-0.16204000000000002,0.15338,-0.00048397,-0.010326,0.0072673,-0.0031916,-0.0026523000000000002,-0.0037510999999999994,-0.0041842,0.0023796,0.0040073,-0.0014993,-0.0025724,-0.0026005,0.0056852,0.0038443000000000006,1.4000000000000001e-05,0.0030142,-0.0026903,-0.00016889,0.0012720000000000001,-0.0009632999999999999,-0.00082319,0.00093821,-0.00047756,0.00051607,-0.00024335,0.00017302,0.00016269999999999997,-0.00041323,0.12161,0.7844800000000001,0.74054,0.3547,0.36748000000000003,0.31994,0.41168999999999994,0.43545,0.33376999999999996,0.2287,0.21375999999999998,0.28033,0.31401,0.28864,0.015297999999999999,0.10661,0.09725299999999999,0.047939999999999997,0.051484,0.037482,0.033933,0.050397000000000004,0.041618,0.029012,0.029581,0.024921000000000002,0.025032,0.026394,0.0077495,0.054887,0.051385,0.023162000000000002,0.022581999999999998,0.017463,0.015281999999999999,0.026599,0.021509,0.015618,0.015386000000000002,0.012322,0.012131999999999999,0.013578
380,9.6599,13.9914,9.0699,0.71132,-1.61,0.021745,-0.47886999999999996,-1.8794,0.086314,0.47528000000000004,0.22641,-0.4956,-0.02112,0.08365700000000001,-0.0014295999999999998,-0.0076064999999999995,0.0011369000000000002,0.0023364,-0.00068929,-0.00029818,0.0011142,0.0016509,-0.0022247,0.00050257,-0.00015255,-0.0020475000000000003,0.0047239,-0.0002698,0.00010224,-9.01e-06,0.00015874,0.00013672,0.00010275,0.00016637,-0.00018925,0.00058662,-0.00014163,-6.890000000000001e-05,-0.00041595,-1.4000000000000001e-05,-9.82e-05,-0.00017339,0.17663,0.9038200000000001,0.6099,0.26642,0.26911999999999997,0.26782,0.27003,0.29264,0.39854,0.20347,0.27310999999999996,0.29136,0.29952,0.20090999999999998,0.024029,0.09459,0.06863999999999999,0.042539999999999994,0.035352,0.036677,0.040319,0.035949,0.047776,0.031056999999999998,0.035003,0.03488,0.029574,0.029689999999999998,0.011192,0.051157,0.043276999999999996,0.022002,0.017305,0.017863,0.0205,0.019472999999999997,0.025353,0.015111000000000001,0.015717,0.016191999999999998,0.014743000000000001,0.016094
